seed,seed_dir,command,status,return_code,started_at,completed_at,duration_seconds,was_complete_before_run,required_files_present,error_message
446,artifacts\quant_core_repeated_seed_1000_smoke\seed_000446,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 446 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000446 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:21:40.882927+00:00,2026-04-30T11:21:51.365718+00:00,10.482792099996004,False,True,
447,artifacts\quant_core_repeated_seed_1000_smoke\seed_000447,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 447 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000447 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:21:51.365908+00:00,2026-04-30T11:22:01.606371+00:00,10.240464500006055,False,True,
448,artifacts\quant_core_repeated_seed_1000_smoke\seed_000448,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 448 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000448 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:22:01.606566+00:00,2026-04-30T11:22:12.068962+00:00,10.462397499999497,False,True,
449,artifacts\quant_core_repeated_seed_1000_smoke\seed_000449,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 449 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000449 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:22:12.069158+00:00,2026-04-30T11:22:22.353397+00:00,10.28424070001347,False,True,
450,artifacts\quant_core_repeated_seed_1000_smoke\seed_000450,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 450 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000450 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:22:22.353588+00:00,2026-04-30T11:22:32.648362+00:00,10.294776199996704,False,True,
451,artifacts\quant_core_repeated_seed_1000_smoke\seed_000451,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 451 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000451 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:22:32.648591+00:00,2026-04-30T11:22:42.991658+00:00,10.343068399990443,False,True,
452,artifacts\quant_core_repeated_seed_1000_smoke\seed_000452,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 452 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000452 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:22:42.991856+00:00,2026-04-30T11:22:53.657394+00:00,10.665539799985709,False,True,
453,artifacts\quant_core_repeated_seed_1000_smoke\seed_000453,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 453 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000453 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:22:53.657582+00:00,2026-04-30T11:23:04.017760+00:00,10.360180899995612,False,True,
454,artifacts\quant_core_repeated_seed_1000_smoke\seed_000454,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 454 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000454 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:23:04.017958+00:00,2026-04-30T11:23:15.664813+00:00,11.646856799983652,False,True,
455,artifacts\quant_core_repeated_seed_1000_smoke\seed_000455,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 455 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000455 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:23:15.665007+00:00,2026-04-30T11:23:26.119686+00:00,10.454680900002131,False,True,
456,artifacts\quant_core_repeated_seed_1000_smoke\seed_000456,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 456 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000456 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:23:26.119903+00:00,2026-04-30T11:23:36.723573+00:00,10.60367209999822,False,True,
457,artifacts\quant_core_repeated_seed_1000_smoke\seed_000457,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 457 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000457 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:23:36.723779+00:00,2026-04-30T11:23:47.005360+00:00,10.281582700001309,False,True,
458,artifacts\quant_core_repeated_seed_1000_smoke\seed_000458,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 458 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000458 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:23:47.005557+00:00,2026-04-30T11:23:57.568368+00:00,10.562813700002152,False,True,
459,artifacts\quant_core_repeated_seed_1000_smoke\seed_000459,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 459 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000459 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:23:57.568567+00:00,2026-04-30T11:24:08.101171+00:00,10.53260509998654,False,True,
460,artifacts\quant_core_repeated_seed_1000_smoke\seed_000460,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 460 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000460 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:24:08.101370+00:00,2026-04-30T11:24:18.487938+00:00,10.38657069997862,False,True,
461,artifacts\quant_core_repeated_seed_1000_smoke\seed_000461,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 461 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000461 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:24:18.488189+00:00,2026-04-30T11:24:28.865351+00:00,10.37716360000195,False,True,
462,artifacts\quant_core_repeated_seed_1000_smoke\seed_000462,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 462 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000462 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:24:28.895168+00:00,2026-04-30T11:24:40.434424+00:00,11.539255599986063,False,True,
463,artifacts\quant_core_repeated_seed_1000_smoke\seed_000463,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 463 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000463 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:24:40.434614+00:00,2026-04-30T11:24:50.870144+00:00,10.435531900002388,False,True,
464,artifacts\quant_core_repeated_seed_1000_smoke\seed_000464,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 464 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000464 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:24:50.870367+00:00,2026-04-30T11:25:01.381372+00:00,10.511006500018993,False,True,
465,artifacts\quant_core_repeated_seed_1000_smoke\seed_000465,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 465 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000465 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:25:01.381676+00:00,2026-04-30T11:25:12.956417+00:00,11.574742700002389,False,True,
466,artifacts\quant_core_repeated_seed_1000_smoke\seed_000466,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 466 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000466 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:25:12.956632+00:00,2026-04-30T11:25:23.475245+00:00,10.518614699976752,False,True,
467,artifacts\quant_core_repeated_seed_1000_smoke\seed_000467,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 467 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000467 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:25:23.475589+00:00,2026-04-30T11:25:34.142676+00:00,10.667088199988939,False,True,
468,artifacts\quant_core_repeated_seed_1000_smoke\seed_000468,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 468 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000468 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:25:34.142871+00:00,2026-04-30T11:25:44.448517+00:00,10.305648499983363,False,True,
469,artifacts\quant_core_repeated_seed_1000_smoke\seed_000469,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 469 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000469 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:25:44.448721+00:00,2026-04-30T11:25:54.793469+00:00,10.344751199998427,False,True,
470,artifacts\quant_core_repeated_seed_1000_smoke\seed_000470,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 470 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000470 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:25:54.793712+00:00,2026-04-30T11:26:05.301246+00:00,10.507535899989307,False,True,
471,artifacts\quant_core_repeated_seed_1000_smoke\seed_000471,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 471 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000471 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:26:05.301449+00:00,2026-04-30T11:26:15.928709+00:00,10.6272622999968,False,True,
472,artifacts\quant_core_repeated_seed_1000_smoke\seed_000472,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 472 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000472 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:26:15.928900+00:00,2026-04-30T11:26:26.469758+00:00,10.540860200009774,False,True,
473,artifacts\quant_core_repeated_seed_1000_smoke\seed_000473,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 473 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000473 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:26:26.469953+00:00,2026-04-30T11:26:37.233819+00:00,10.763868799986085,False,True,
474,artifacts\quant_core_repeated_seed_1000_smoke\seed_000474,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 474 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000474 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:26:37.234062+00:00,2026-04-30T11:26:47.930618+00:00,10.696557599992957,False,True,
475,artifacts\quant_core_repeated_seed_1000_smoke\seed_000475,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 475 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000475 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:26:47.957559+00:00,2026-04-30T11:26:58.249570+00:00,10.292010700009996,False,True,
476,artifacts\quant_core_repeated_seed_1000_smoke\seed_000476,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 476 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000476 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:26:58.249760+00:00,2026-04-30T11:27:08.769336+00:00,10.519577700004447,False,True,
477,artifacts\quant_core_repeated_seed_1000_smoke\seed_000477,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 477 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000477 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:27:08.769527+00:00,2026-04-30T11:27:19.093209+00:00,10.323683700000402,False,True,
478,artifacts\quant_core_repeated_seed_1000_smoke\seed_000478,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 478 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000478 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:27:19.093401+00:00,2026-04-30T11:27:29.441504+00:00,10.348104900011094,False,True,
479,artifacts\quant_core_repeated_seed_1000_smoke\seed_000479,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 479 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000479 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:27:29.441702+00:00,2026-04-30T11:27:39.750611+00:00,10.308911300002364,False,True,
480,artifacts\quant_core_repeated_seed_1000_smoke\seed_000480,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 480 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000480 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:27:39.750808+00:00,2026-04-30T11:27:50.282075+00:00,10.531269500002963,False,True,
481,artifacts\quant_core_repeated_seed_1000_smoke\seed_000481,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 481 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000481 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:27:50.282286+00:00,2026-04-30T11:28:00.763977+00:00,10.481692900008056,False,True,
482,artifacts\quant_core_repeated_seed_1000_smoke\seed_000482,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 482 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000482 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:28:00.764185+00:00,2026-04-30T11:28:11.270646+00:00,10.506462899997132,False,True,
483,artifacts\quant_core_repeated_seed_1000_smoke\seed_000483,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 483 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000483 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:28:11.270987+00:00,2026-04-30T11:28:21.665579+00:00,10.39459280000301,False,True,
484,artifacts\quant_core_repeated_seed_1000_smoke\seed_000484,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 484 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000484 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:28:21.665801+00:00,2026-04-30T11:28:32.055554+00:00,10.389753700001165,False,True,
485,artifacts\quant_core_repeated_seed_1000_smoke\seed_000485,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 485 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000485 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:28:32.055753+00:00,2026-04-30T11:28:42.519285+00:00,10.46353320000344,False,True,
486,artifacts\quant_core_repeated_seed_1000_smoke\seed_000486,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 486 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000486 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:28:42.519473+00:00,2026-04-30T11:28:53.035686+00:00,10.516215699986788,False,True,
487,artifacts\quant_core_repeated_seed_1000_smoke\seed_000487,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 487 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000487 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:28:53.035879+00:00,2026-04-30T11:29:03.983956+00:00,10.948077999986708,False,True,
488,artifacts\quant_core_repeated_seed_1000_smoke\seed_000488,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 488 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000488 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:29:03.984181+00:00,2026-04-30T11:29:14.366714+00:00,10.382538400008343,False,True,
489,artifacts\quant_core_repeated_seed_1000_smoke\seed_000489,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 489 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000489 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:29:14.366924+00:00,2026-04-30T11:29:24.744195+00:00,10.377272200013977,False,True,
490,artifacts\quant_core_repeated_seed_1000_smoke\seed_000490,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 490 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000490 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:29:24.744388+00:00,2026-04-30T11:29:35.148172+00:00,10.403785499976948,False,True,
491,artifacts\quant_core_repeated_seed_1000_smoke\seed_000491,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 491 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000491 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:29:35.148364+00:00,2026-04-30T11:29:45.897051+00:00,10.74868850002531,False,True,
492,artifacts\quant_core_repeated_seed_1000_smoke\seed_000492,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 492 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000492 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:29:45.915015+00:00,2026-04-30T11:29:56.474759+00:00,10.55974579998292,False,True,
493,artifacts\quant_core_repeated_seed_1000_smoke\seed_000493,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 493 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000493 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:29:56.475093+00:00,2026-04-30T11:30:06.739401+00:00,10.264308800018625,False,True,
494,artifacts\quant_core_repeated_seed_1000_smoke\seed_000494,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 494 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000494 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:30:06.739590+00:00,2026-04-30T11:30:17.016613+00:00,10.277024699986214,False,True,
495,artifacts\quant_core_repeated_seed_1000_smoke\seed_000495,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 495 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000495 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:30:17.016843+00:00,2026-04-30T11:30:28.211708+00:00,11.194866700010607,False,True,
496,artifacts\quant_core_repeated_seed_1000_smoke\seed_000496,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 496 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000496 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:30:28.211916+00:00,2026-04-30T11:30:38.731250+00:00,10.519336199999088,False,True,
497,artifacts\quant_core_repeated_seed_1000_smoke\seed_000497,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 497 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000497 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:30:38.731444+00:00,2026-04-30T11:30:48.981985+00:00,10.250543900008779,False,True,
498,artifacts\quant_core_repeated_seed_1000_smoke\seed_000498,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 498 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000498 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:30:48.982182+00:00,2026-04-30T11:30:59.412098+00:00,10.42991730000358,False,True,
499,artifacts\quant_core_repeated_seed_1000_smoke\seed_000499,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 499 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000499 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:30:59.412290+00:00,2026-04-30T11:31:09.853051+00:00,10.440763399994466,False,True,
500,artifacts\quant_core_repeated_seed_1000_smoke\seed_000500,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 500 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000500 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:31:09.853239+00:00,2026-04-30T11:31:21.610007+00:00,11.756769900006475,False,True,
501,artifacts\quant_core_repeated_seed_1000_smoke\seed_000501,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 501 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000501 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:31:21.610204+00:00,2026-04-30T11:31:32.041093+00:00,10.430890999996336,False,True,
502,artifacts\quant_core_repeated_seed_1000_smoke\seed_000502,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 502 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000502 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:31:32.041297+00:00,2026-04-30T11:31:42.531552+00:00,10.490256300021429,False,True,
503,artifacts\quant_core_repeated_seed_1000_smoke\seed_000503,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 503 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000503 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:31:42.531749+00:00,2026-04-30T11:31:52.992610+00:00,10.460863199987216,False,True,
504,artifacts\quant_core_repeated_seed_1000_smoke\seed_000504,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 504 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000504 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:31:52.992797+00:00,2026-04-30T11:32:03.635738+00:00,10.642942899983609,False,True,
505,artifacts\quant_core_repeated_seed_1000_smoke\seed_000505,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 505 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000505 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:32:03.635944+00:00,2026-04-30T11:32:13.958457+00:00,10.322514400002547,False,True,
506,artifacts\quant_core_repeated_seed_1000_smoke\seed_000506,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 506 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000506 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:32:13.958648+00:00,2026-04-30T11:32:24.280292+00:00,10.32164670000202,False,True,
507,artifacts\quant_core_repeated_seed_1000_smoke\seed_000507,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 507 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000507 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:32:24.280488+00:00,2026-04-30T11:32:34.958406+00:00,10.677920000016456,False,True,
508,artifacts\quant_core_repeated_seed_1000_smoke\seed_000508,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 508 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000508 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:32:34.958629+00:00,2026-04-30T11:32:45.391994+00:00,10.433366300014313,False,True,
509,artifacts\quant_core_repeated_seed_1000_smoke\seed_000509,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 509 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000509 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:32:45.392201+00:00,2026-04-30T11:32:55.955335+00:00,10.563136299984762,False,True,
510,artifacts\quant_core_repeated_seed_1000_smoke\seed_000510,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 510 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000510 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:32:55.955536+00:00,2026-04-30T11:33:06.601791+00:00,10.646255500003463,False,True,
511,artifacts\quant_core_repeated_seed_1000_smoke\seed_000511,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 511 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000511 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:33:06.602007+00:00,2026-04-30T11:33:17.001302+00:00,10.399296399991727,False,True,
512,artifacts\quant_core_repeated_seed_1000_smoke\seed_000512,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 512 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000512 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:33:17.001609+00:00,2026-04-30T11:33:27.372990+00:00,10.371381900011329,False,True,
513,artifacts\quant_core_repeated_seed_1000_smoke\seed_000513,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 513 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000513 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:33:27.373178+00:00,2026-04-30T11:33:37.930788+00:00,10.557611399999587,False,True,
514,artifacts\quant_core_repeated_seed_1000_smoke\seed_000514,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 514 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000514 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:33:37.965105+00:00,2026-04-30T11:33:48.347613+00:00,10.382507700007409,False,True,
515,artifacts\quant_core_repeated_seed_1000_smoke\seed_000515,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 515 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000515 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:33:48.347817+00:00,2026-04-30T11:33:58.823061+00:00,10.475246799993329,False,True,
516,artifacts\quant_core_repeated_seed_1000_smoke\seed_000516,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 516 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000516 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:33:58.823258+00:00,2026-04-30T11:34:09.278480+00:00,10.45522499998333,False,True,
517,artifacts\quant_core_repeated_seed_1000_smoke\seed_000517,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 517 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000517 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:34:09.313099+00:00,2026-04-30T11:34:19.804126+00:00,10.491028499993263,False,True,
518,artifacts\quant_core_repeated_seed_1000_smoke\seed_000518,C:\Users\luong\.venv\Scripts\python.exe scripts\run_quant_core.py --seed 518 --output-dir artifacts\quant_core_repeated_seed_1000_smoke\seed_000518 --preset smoke --run-mode research_core --max-workers 1,completed,0.0,2026-04-30T11:34:19.804469+00:00,2026-04-30T11:34:30.195768+00:00,10.391300500021316,False,True,
