ticker,dir_acc_pct,up_precision_pct,train_samples,test_samples
GHC,38.88888888888889,35.294117647058826,68,18
NAF,38.88888888888889,0.0,68,18
SID,38.88888888888889,25.0,68,18
IMP,38.88888888888889,21.428571428571427,68,18
DDV,38.88888888888889,26.666666666666668,68,18
ALC,38.88888888888889,21.428571428571427,68,18
HTV,38.88888888888889,33.33333333333333,68,18
TOS,38.88888888888889,28.57142857142857,68,18
XDH,38.88888888888889,31.25,68,18
TMP,38.88888888888889,16.666666666666664,68,18
TNC,38.88888888888889,28.57142857142857,68,18
KLB,38.88888888888889,21.428571428571427,68,18
XMD,38.88888888888889,12.5,68,18
CCS,38.88888888888889,28.57142857142857,68,18
DRH,38.88888888888889,25.0,68,18
ATS,38.88888888888889,41.66666666666667,68,18
PTB,38.88888888888889,26.666666666666668,68,18
TSB,38.88888888888889,25.0,68,18
HIG,38.88888888888889,0.0,68,18
TRC,38.88888888888889,35.294117647058826,68,18
VVS,38.88888888888889,0.0,68,18
VOS,38.88888888888889,27.27272727272727,68,18
TBD,38.88888888888889,21.428571428571427,68,18
HAM,38.88888888888889,100.0,68,18
SAS,38.88888888888889,0.0,68,18
S55,38.88888888888889,0.0,68,18
TW3,38.88888888888889,23.076923076923077,68,18
HDM,38.88888888888889,38.88888888888889,68,18
VCI,38.88888888888889,35.294117647058826,68,18
IDI,38.88888888888889,23.076923076923077,68,18
CDP,38.88888888888889,26.666666666666668,68,18
CST,38.88888888888889,42.857142857142854,68,18
CRV,38.88888888888889,31.25,68,18
PMG,38.88888888888889,21.428571428571427,68,18
TTA,38.88888888888889,0.0,68,18
PMB,38.88888888888889,0.0,68,18
CSI,38.88888888888889,30.76923076923077,68,18
PDN,38.88888888888889,23.076923076923077,68,18
SBB,38.88888888888889,0.0,68,18
HFX,36.36363636363637,30.0,43,11
GTA,33.33333333333333,25.0,68,18
SBM,33.33333333333333,14.285714285714285,68,18
MST,33.33333333333333,29.411764705882355,68,18
DGW,33.33333333333333,28.57142857142857,68,18
D2D,33.33333333333333,26.666666666666668,68,18
GIL,33.33333333333333,20.0,68,18
SGD,33.33333333333333,29.411764705882355,68,18
VNP,33.33333333333333,15.384615384615385,68,18
NVL,33.33333333333333,0.0,68,18
VCP,33.33333333333333,21.428571428571427,68,18
VHM,33.33333333333333,26.666666666666668,68,18
EMS,33.33333333333333,25.0,68,18
CSV,33.33333333333333,29.411764705882355,68,18
HPG,33.33333333333333,15.384615384615385,68,18
CTT,33.33333333333333,0.0,68,18
CBS,33.33333333333333,25.0,68,18
LDW,33.33333333333333,0.0,10,3
HNF,33.33333333333333,28.57142857142857,68,18
DPM,33.33333333333333,26.666666666666668,68,18
TFC,33.33333333333333,50.0,68,18
DS3,33.33333333333333,25.0,68,18
PSW,33.33333333333333,25.0,68,18
BFC,33.33333333333333,26.666666666666668,68,18
NAU,33.33333333333333,33.33333333333333,68,18
ORS,33.33333333333333,29.411764705882355,68,18
PAT,33.33333333333333,25.0,68,18
PC1,33.33333333333333,35.294117647058826,68,18
SAP,33.33333333333333,33.33333333333333,68,18
HAF,33.33333333333333,33.33333333333333,68,18
HT1,27.77777777777778,27.77777777777778,68,18
VPX,27.77777777777778,15.384615384615385,68,18
FRT,27.77777777777778,18.181818181818183,68,18
VE3,27.77777777777778,18.75,68,18
KPF,27.77777777777778,15.384615384615385,68,18
LIC,27.77777777777778,0.0,68,18
TVT,27.77777777777778,18.75,68,18
RDP,27.77777777777778,25.0,68,18
SDU,27.77777777777778,16.666666666666664,68,18
DRC,27.77777777777778,7.142857142857142,68,18
PSH,27.77777777777778,0.0,68,18
YBC,27.77777777777778,14.285714285714285,68,18
SQC,27.27272727272727,12.5,42,11
PLE,25.0,25.0,13,4
BMD,25.0,0.0,13,4
VPG,22.22222222222222,22.22222222222222,68,18
LAS,22.22222222222222,22.22222222222222,68,18
HTG,22.22222222222222,12.5,68,18
HRC,22.22222222222222,17.647058823529413,68,18
SPM,22.22222222222222,17.647058823529413,68,18
OGC,22.22222222222222,9.090909090909092,68,18
UCT,20.0,22.22222222222222,36,10
EME,20.0,0.0,20,5
HLR,20.0,20.0,19,5
HNP,20.0,0.0,18,5
NVP,20.0,20.0,17,5
VVN,18.181818181818183,18.181818181818183,42,11
NSL,16.666666666666664,6.666666666666667,68,18
DGC,11.11111111111111,11.11111111111111,68,18
HGT,0.0,0.0,9,3
HMG,0.0,0.0,20,5
DLD,0.0,0.0,19,5
VIR,0.0,0.0,8,3
