Meta_CP,Meta_Năm,Meta_Kỳ,Chỉ tiêu cơ cấu nguồn vốn_(Vay NH+DH)/VCSH,Chỉ tiêu cơ cấu nguồn vốn_Nợ/VCSH,Chỉ tiêu cơ cấu nguồn vốn_TSCĐ / Vốn CSH,Chỉ tiêu cơ cấu nguồn vốn_Vốn CSH/Vốn điều lệ,Chỉ tiêu hiệu quả hoạt động_Vòng quay tài sản,Chỉ tiêu hiệu quả hoạt động_Vòng quay TSCĐ,Chỉ tiêu hiệu quả hoạt động_Số ngày thu tiền bình quân,Chỉ tiêu hiệu quả hoạt động_Số ngày tồn kho bình quân,Chỉ tiêu hiệu quả hoạt động_Số ngày thanh toán bình quân,Chỉ tiêu hiệu quả hoạt động_Chu kỳ tiền,Chỉ tiêu hiệu quả hoạt động_Vòng quay hàng tồn kho,Chỉ tiêu khả năng sinh lợi_Biên EBIT (%),Chỉ tiêu khả năng sinh lợi_Biên lợi nhuận gộp (%),Chỉ tiêu khả năng sinh lợi_Biên lợi nhuận ròng (%),Chỉ tiêu khả năng sinh lợi_ROE (%),Chỉ tiêu khả năng sinh lợi_ROIC (%),Chỉ tiêu khả năng sinh lợi_ROA (%),Chỉ tiêu khả năng sinh lợi_EBITDA (Tỷ đồng),Chỉ tiêu khả năng sinh lợi_EBIT (Tỷ đồng),Chỉ tiêu khả năng sinh lợi_Tỷ suất cổ tức (%),Chỉ tiêu thanh khoản_Chỉ số thanh toán hiện thời,Chỉ tiêu thanh khoản_Chỉ số thanh toán tiền mặt,Chỉ tiêu thanh khoản_Chỉ số thanh toán nhanh,Chỉ tiêu thanh khoản_Khả năng chi trả lãi vay,Chỉ tiêu thanh khoản_Đòn bẩy tài chính,Chỉ tiêu định giá_Vốn hóa (Tỷ đồng),Chỉ tiêu định giá_Số CP lưu hành (Triệu CP),Chỉ tiêu định giá_P/E,Chỉ tiêu định giá_P/B,Chỉ tiêu định giá_P/S,Chỉ tiêu định giá_P/Cash Flow,Chỉ tiêu định giá_EPS (VND),Chỉ tiêu định giá_BVPS (VND),Chỉ tiêu định giá_EV/EBITDA,ticker_
VIX,2010,1,0.0,0.0,0.03629742084326678,0.02211534725294614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33682145523419504,0.69537292720641,0.2526160914256463,0.0,0.0,0.0,0.0,4560178552.0,,0.0,0.0,0.0,0.0,1.3215810643487425,543000000000.0,0.0,15.5266697799,1.6196340555,6.0871365416,0.0,0.0,11175.3639276667,9.8405275618,VIX
SIP,2019,4,0.1939889925,6.0971891109,0.12013140769565342,0.730201774359498,0.358583674,18.8257267745,18.665861762987415,32.8823933504,10.535727143,62.083982256387415,11.1001652499,0.05649188965738438,0.07447302524310148,0.06474594249853524,0.3648622079,0.2216561195,0.0491604416,597073923879.0,68610270142.0,0.0125454774,1.5051913869,0.1766270201,1.433227926,-65.52623516104032,7.614619239622134,5503831623450.0,69048195.0,9.250731836,3.3491375858,1.2682397296,2.5767088602,1138.841420199326,23800.1568933554,9.1639206255,SIP
SIP,2019,3,0.0,0.0,0.13005149123519538,0.6902745336080608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11125426396119256,0.12131702990281443,0.16546146843586437,0.0,0.0,0.0,0.0,125630835593.0,0.0,0.0,0.0,0.0,-73.80064771430507,7.880131496961141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SIP
SIP,2019,2,0.0,0.0,0.1480438983940265,0.6053668882187765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08011655813958629,0.12619128590005158,0.12140148399476476,0.0,0.0,0.0,0.0,89747736952.0,0.0,0.0,0.0,0.0,44.83962915937205,8.322831742894268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SIP
SIP,2019,1,0.0,0.0,0.22490396329484583,0.6155061766582218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08382362297757884,0.1060985644776893,0.07022228867927535,0.0,0.0,0.0,0.0,71663391118.0,0.0,0.0,0.0,0.0,-20.779168015241943,7.798923299215254,0.0,69048195.0,0.0,0.0,0.0,0.0,869.4679486987313,0.0,0.0,SIP
DTD,2018,1,0.0,0.0,0.20197871270240028,0.35648695021620336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07206830989190131,0.10662431469315314,0.060359580149584396,0.0,0.0,0.0,0.0,6202676436.0,0.0,0.0,0.0,0.0,-82.16828165635258,1.9897532067983186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DTD
DTD,2017,4,0.045542091800000004,1.1177868515,0.22162335880314135,0.3460572508825121,0.7561345201,6.827844754,109.67692328112278,128.6839449556,66.1810416691,304.54190990582276,2.8364066716,0.10446398186432343,0.1473450183828887,0.09837281282477853,0.087972168,0.0836988757,0.0411135089,32947218736.0,7419256003.0,0.0,1.5050569226,0.336116533,0.9254739463,-50.3647657392167,2.0782260656147136,308000000000.0,22000000.0,14.1077342928,1.3245480924,0.8437920622,154.189681085,317.57491436363637,10569.6426428636,7.988609937,DTD
DTD,2017,3,0.0,0.0,0.2325142388502308,0.336131940551889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018783254872356926,0.056438547311661244,0.009790047799283485,0.0,0.0,0.0,0.0,1704129423.0,0.0,0.0,0.0,0.0,-23.47386295024295,1.9450728926834098,0.0,20000000.0,0.0,0.0,0.0,0.0,44.4105897,0.0,0.0,DTD
DTD,2017,2,0.0,0.0,0.2428583130694555,0.33480001021952793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03651413927157899,0.08449490116511575,0.03374458733153268,0.0,0.0,0.0,0.0,2810561464.0,0.0,0.0,0.0,0.0,-18.173639681411846,1.9197137963818989,0.0,20000000.0,0.0,0.0,0.0,0.0,129.86919405,0.0,0.0,DTD
LCG,2013,3,0.6333491242,0.8451352403,0.3110780558615651,0.4812881102738828,0.1802082619,1.1468002886,326.82392188573743,414.4099742984,168.7295987899,909.9634949740374,0.8807703063,-0.04356955410785422,0.10136808922297029,-0.32245591025259523,-0.1154821722,0.0,-0.0627752163,-67946166260.0,-4186358333.0,0.0,1.598434946,0.0170002565,1.0763384794,0.28492608112668644,1.9048655153908214,354374722800.0,56249956.0,-2.9376541398,0.3529702993,1.0194028415,-6.5878363478,-550.8095204910027,17848.527231008,-11.9114831843,LCG
LCG,2013,2,0.4205958546,0.7585518957,0.2983078962488594,0.49607324492092414,0.165502024,1.1181412124,365.4446343670555,450.6849278057,168.4555188082,984.5850809809556,0.8098784261,-0.09731676510261576,0.1469294356045098,-0.5224028074128483,-0.1024305971,0.0,-0.0559841767,-54496969798.0,-5047113080.0,0.0,1.3447322784,0.0304631963,0.9023937508,0.35783547671014954,1.8164428577231393,292499771200.0,56249956.0,-2.6579109896,0.2826573519,0.8956412265,0.0,-481.65789809684475,18396.832648758,-12.7058982347,LCG
LCG,2013,1,0.4079759994,0.738284902,0.2780643322406078,0.5090612178555874,0.252275162,1.6940787604,245.41310961966792,297.9504893324,106.1410593971,649.5046583491679,1.225035746,-0.26551554894268714,0.19057558198527785,-1.0905593669544233,-0.0681704555,0.0,-0.0372774113,9145915469.0,-8083063914.0,0.0,1.3638669946,0.0219206023,0.9286365953,0.5589388047506177,1.7939909356018187,348749727200.0,56249956.0,-4.6442535107,0.3284160884,0.6836264018,56.7549491416,-590.2189906424104,18878.4904824992,82.3075596498,LCG
LCG,2012,2,0.0,0.0,0.30153765428626544,0.5483728982831253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0992062465618787,0.2240799985740176,0.0339692452197567,0.0,0.0,0.0,0.0,23355926812.0,0.0,0.0,0.0,0.0,-0.9473964927947477,1.8142165363515723,399374687600.0,56249956.0,8.7706119272,0.3491283473,0.4527387228,0.0,142.17452868763132,20336.3606929399,4.2411525361,LCG
SJD,2013,4,0.6429953453,0.391977029,1.0581507990709587,1.177166734221641,0.2870034693,0.3737068976,155.6914547798824,41.8933372474,13.1316434421,210.7164354693824,8.7126026232,0.2924239496270047,0.44866498895268353,0.26895699802597556,0.2019982282,0.0,0.1375095871,337106444426.0,20028416446.0,,3.3160612305,0.9771885269,3.1311922378,0.0,1.4080390699411756,934780620000.0,40999150.0,5.5449877592,1.1508833693,3.0183855194,3.9029226537,449.30543303946547,19810.8692914853,3.5473900064,SJD
SJD,2013,3,0.5896105125,0.4780922679,1.0439552906667684,1.0353100822364274,0.3136466302,0.4056702215,158.5410578302833,33.831933752,2.981034479,195.3540260612833,10.7886236321,0.6095716622468617,0.6653855745209598,0.534113990361713,0.2583334299,73.4508633733,0.1724312355,246942366677.0,84143143052.0,,2.1897449672,0.4439486893,2.0946071555,-12.846857858743226,1.47809226798167,825220450000.0,35879150.0,4.7595202189,1.1552051961,2.6201487597,292.7049019023,2054.876706806042,19909.8827442679,4.1769814959,SJD
SJD,2013,2,0.6574669392,0.5098167684,1.2070612198647381,0.9284568877884805,0.3133246458,0.3944103502,143.42196692169762,34.2557511148,2.5973430508,180.27506108729762,10.6551451397,0.6427909515367576,0.695668590553803,0.5913012155655352,0.2492122727,64.1896675567,0.1607024596,250992768250.0,48565517529.0,,1.473310269,0.4754595821,1.3808557563,-7.0073420034742835,1.5098167684553572,721170915000.0,35879150.0,4.4786371487,1.1257347075,2.3001772494,13.2991452589,1245.1592306395219,17855.0060374619,3.7062972822,SJD
SJD,2013,1,0.7042146223,0.4595998792,1.1680933372105693,0.9783405002433382,0.3317055747,0.4155472458,139.072927152147,31.2258299423,3.0098311143,173.308588208747,11.6890407932,0.5520607148094482,0.6383529841548021,0.39032253920489623,0.2483549865,0.0,0.1512302071,259644821253.0,25642528478.0,,1.6884393402,0.5155053154,1.581491062,-3.8990789911542874,1.4595998792087315,609945550000.0,35879150.0,3.9485408858,0.9035675592,1.8026436167,11.6995450824,505.3072014526543,18814.309816955,3.3804273906,SJD
TDP,2018,4,1.7395821046,1.9162615891,0.6999143280707386,0.3243356318247509,0.9707332105,3.830704576,70.91132115385719,205.0547409737,31.9506693469,307.91673147445715,1.7800124897,0.09106511902889176,0.13753288980738995,0.04542674682839947,0.1262475695,0.0878376624,0.0469333417,90540234540.0,20382123603.0,,1.1545771092,0.0208950516,0.3554473422,-2.477280155236795,2.931106996129917,425000000000.0,25000000.0,11.776848004,1.3985186473,0.5693910807,-3.10479207,406.69515556,12155.71921944,10.261179303,TDP
TDP,2018,3,0.0,0.0,0.6471231859217161,0.3134845904614251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08745019455667097,0.14664792938205135,0.04374887949831761,0.0,0.0,0.0,0.0,18107244348.0,,0.0,0.0,0.0,-2.6467203220357782,2.8833374436368517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TDP
TDP,2018,2,0.0,0.0,0.6752328378571724,0.30381694088598526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12077658398322448,0.18129974571890828,0.07048887631572681,0.0,0.0,0.0,0.0,19953126983.0,,0.0,0.0,0.0,-3.695657193968658,2.4603149538825435,0.0,47999999.0,0.0,0.0,0.0,0.0,242.6093775335287,9745.9424102905,0.0,TDP
TDP,2017,4,0.0,0.0,0.6522680946671218,0.28581263981840516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08852733954496073,0.12784268397160814,0.05103535531450653,0.0,0.0,0.0,0.0,17604152666.0,,0.0,0.0,0.0,-3.52256155940298,2.433106918184343,377500000000.0,25000000.0,21.5848527415,1.4096065477,0.7232793992,-3.4940229519,405.94654304,10712.20903792,13.2381279806,TDP
MSN,2013,3,2.5653396497000003,1.7658315282,1.7313575959516612,0.8307022731071693,0.2707138848,0.5616516594,4.97096656357083,50.0862381808,55.1697825876,110.22698733197083,7.2874309043,0.1812520749523804,0.43103306508101663,0.03543972298110611,0.0270192979,0.0,0.0093983132,2189332000000.0,586353000000.0,0.0,1.3848267231,1.0387162418,1.2149996716,0.0,3.48332107622019,63569830737000.0,734911338.0,156.1931096294,4.3561623391,5.6964745688,291.7706386698,156.00249182711616,19856.9275583485,34.6509038999,MSN
MSN,2013,2,1.6803470724,1.2326893723,1.3610674595081445,1.004189876241283,0.2652014083,0.5833814799,4.305126226941028,49.067713404,49.4520198302,102.82485946114103,7.4387000061,0.18611099842000986,0.4061707697801208,0.049654013953473075,0.0392938558,0.0,0.0147538413,2373204000000.0,509217000000.0,0.0,1.459450077,1.0787346115,1.2866054703,-10.064969462178562,2.7195930400024206,57821551586000.0,705140873.0,95.7895771624,3.786952002,5.4560889182,-92.7407581453,192.66788410944943,21653.2979437159,27.7935249502,MSN
MSN,2013,1,1.6259236551,1.1932851133,1.22995580726765,1.0212116042362913,0.2688956785,0.636020747,4.173681099514725,48.912071137,45.7628593631,98.84861159961471,7.4623705665,-0.009850155086161152,0.3307064080115464,0.00040352389135233307,0.0647066629,0.0,0.024673805,2664691000000.0,-15110000000.0,0.0,1.6779877363,1.2871217143,1.5361729378,0.23389368750193493,2.616008240894829,62052396824000.0,705140873.0,59.9384170005,3.8950817906,5.9747068148,-68.0579230445,0.8778387747777032,22592.5936164891,25.9564477922,MSN
MSN,2010,4,0.0,0.0,0.7315205557162354,0.7247094709500552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21624711071754185,0.44451792128773326,0.9815895278835098,0.0,0.0,0.0,0.0,454213000000.0,0.0,0.0,0.0,0.0,0.0,1.898688002131562,51011954631000.0,515272269.0,21.4149343046,4.8017194251,9.1316387129,36.5677315366,4001.3117802774673,20617.6144907189,18.8522947294,MSN
ACV,2016,4,1.1252269916,0.8674772427,0.9074414179480527,0.6692962286546906,0.3480844241,0.7528664671,37.231171212725926,25.9699470028,46.7835745787,109.98469279422592,14.0547071567,0.0900396196749666,0.21593689187056558,0.4933619845349757,0.2235872794,0.0,0.1114249517,3843867125644.0,364161407487.0,,2.9960051217,0.4461320529,2.8952680578,-15.435667949319415,1.9076286388932056,106964521084680.0,2177173236.0,20.951132379,4.4027309856,6.7066457226,0.0,916.5010408473531,11158.9829496117,30.7049233413,ACV
ACV,2016,3,0.0,0.0,0.9836485734899153,0.6139760449615707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25250120616743615,0.3751672991219949,0.1863082437093805,0.0,0.0,0.0,0.0,1025274415333.0,,0.0,0.0,0.0,-37.63999305221006,2.0764014369070636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ACV
ACV,2016,2,0.0,0.0,1.0162898447679967,0.5917995469944256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30928968411921315,0.42643654443608303,-0.015987073751944268,0.0,0.0,0.0,0.0,1193397684544.0,,0.0,0.0,0.0,-45.077820010012125,2.1768338585778078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ACV
ACV,2016,1,0.0,0.0,0.9833140315417249,0.6416772840464805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35789508088712374,0.4761813219722639,0.6327342477760219,0.0,0.0,0.0,0.0,1432684134125.0,,0.0,0.0,0.0,-61.159255244364054,2.045607498406267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ACV
VDS,2013,4,1.0634122776,1.8883565248,0.06002205406924421,0.08721660558529412,0.1499877528,5.9448860062,0.2987916210033877,,3.9636238137,4.262415434703388,,0.0,0.4991842659747417,-0.11878997561787948,0.0065004372,0.0,0.0023912908,12971449913.0,0.0,0.0,1.472114386,0.6478612929,1.472114386,0.0,2.8883565248847987,188891929800.0,34979987.0,122.8887179282,0.7962424352,1.9592444287,-20.4286739338,-66.81450030270166,6781.8540696427,17.8851130114,VDS
VDS,2013,3,0.9094032627,1.6744737343,0.06336686483013022,0.08807585939117647,0.1199223342,5.818281391,0.4038271240083848,,2.5043677227,2.9081948467083847,,0.0,0.34587303489914245,-0.06941837018509284,-0.0684488727,6.340501442,-0.0202399505,-15256653405.0,0.0,0.0,1.4531617866,0.7076405784,1.4531617866,0.0,2.674473734363131,118931955800.0,34979987.0,-7.301218748,0.496446859,1.2322667607,0.0,-36.247101235343514,6848.6685699454,-10.2931676019,VDS
VDS,2013,2,1.0908099167,4.568739714,0.06673793699043745,0.0885420076007353,0.1149811893,5.279350742,0.5464243268784856,,2.4090452682,2.9554695950784855,,0.0,0.38767389840207156,0.1403201338221295,-0.1065441672,5.5945600959,-0.0317577249,-24756380549.0,0.0,0.0,1.1884835885,0.8732037637,1.1884835885,0.0,5.568739714045126,104939961000.0,34979987.0,-4.069166377,0.4357351844,1.1239009389,0.0,143.36001657176143,6884.9156711807,19.36373582,VDS
VDS,2013,1,1.0567098608,1.7012541776,0.07168026647476901,0.08669835630808824,0.1479487452,5.157526078,0.581403463733639,,2.5373294304,3.1187328941336387,,0.0,0.38097131038865817,0.005606787985374644,-0.1235366154,7.2729281247,-0.0472494162,-25683240645.0,0.0,0.0,1.4999554303,0.5681558975,1.4999554303,0.0,2.7012541776605867,136421949300.0,34979987.0,-4.4439204233,0.5785014913,1.4192255937,0.0,3.643779913354456,6741.555654609,-9.3985832482,VDS
QTP,2015,4,0.0,0.0,4.208093895195044,0.8084842044526667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13679808504475754,0.1477876461462677,0.00934102067112596,0.0,0.0,0.0,0.0,293627613676.0,0.0,0.0,0.0,0.0,-1.330081322969429,5.0707034733023475,0.0,450000000.0,0.0,0.0,0.0,0.0,44.555230726666665,5283.7409395489,0.0,QTP
QTP,2015,3,0.0,0.0,4.362975917312336,0.80402868138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04870771139212485,-0.04081389308803767,-0.5010713586335415,0.0,0.0,0.0,0.0,-62414852851.0,0.0,0.0,0.0,0.0,0.2823580795109276,5.162001650463228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QTP
QTP,2015,2,0.0,0.0,3.818836849872365,0.9467133438428889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1804587286489394,0.20484976999462753,0.018802916196898074,0.0,0.0,0.0,0.0,413679206712.0,0.0,0.0,0.0,0.0,-1.798022700360197,4.520321452446578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QTP
QTP,2015,1,0.0,0.0,3.972417402393907,0.937134821972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15677398185940392,0.1626797330981411,0.0014253500985195316,0.0,0.0,0.0,0.0,310664052980.0,0.0,0.0,0.0,0.0,-1.397003346932047,4.701465508496347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QTP
OIL,2018,4,0.27588674570000005,1.3145755216,0.4227895829334529,1.0310547809483293,2.3989051049,14.4845419044,28.088318356435494,14.9944394239,29.9032950443,72.9860528246355,24.3423571687,0.0007554928774013581,0.042817613297499627,0.001219244680966935,0.0356666359,0.0321022399,0.0149581987,795148905571.0,10772758536.0,,1.3143744169,0.2349202457,1.1970619765,-0.2884058553919041,2.321051138910031,13664240154000.0,1034229500.0,35.8238253516,1.4378536765,0.2233768641,-23.1227766631,16.81010784356857,9188.6957732641,18.6979217072,OIL
OIL,2018,3,0.0,0.0,0.41916129011343417,1.0301335280954567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003417770085811812,0.05068900433766022,-0.0012754261631643207,0.0,0.0,0.0,0.0,31851845557.0,,0.0,0.0,0.0,-1.1466732730780342,2.282585305166997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OIL
OIL,2018,2,0.0,0.0,0.37972849611086695,1.1170816528757883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009455322715083125,0.042534476542613844,0.006287320078934623,0.0,0.0,0.0,0.0,176141399868.0,,0.0,0.0,0.0,-4.791444729410198,2.0474827209624955,15733733383500.0,1034229500.0,38.7162238341,1.6336712824,0.2633615686,15.472779661,113.24883325316092,9312.1548768673,25.3885941392,OIL
OIL,2018,1,0.0,0.0,0.3578301928378435,1.0550734385709362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012899335049967934,0.0513804412058886,0.01342638708895646,0.0,0.0,0.0,0.0,176665011447.0,,0.0,0.0,0.0,-6.203174386317063,2.202356829254925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OIL
NAF,2016,1,0.2336640648,0.3521698001,0.16940195590439797,0.6646291645357314,0.9652071437,13.6451478355,97.54342182983653,32.7515939696,33.6900597251,163.9850755245365,11.1444957561,0.08227181643057427,0.20804548162259606,0.06064441489984388,0.122423361,0.0,0.0837672281,70891696488.0,6149780955.0,,3.0307902736,0.144596694,2.7071554051,-7.296271829647895,1.3521698000598181,849000000000.0,30000000.0,19.1395208036,2.3492874237,1.6610575417,7.0654689783,151.10475006666667,12046.2058896,12.1144657715,NAF
NAF,2015,4,0.0,0.0,0.07838072085412416,0.5810222591497173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13609268524162846,0.21294606837266475,0.0758849868564576,0.0,0.0,0.0,0.0,21058326308.0,,0.0,0.0,0.0,-14.988808145407965,1.548968969369751,891000000000.0,30000000.0,19.6329175031,2.4964690856,1.6788333343,-100.6718179885,391.402573,11896.8026365,11.6356549662,NAF
NAF,2015,3,0.0,0.0,0.07841124477137017,0.5698934070356644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14689226726076118,0.2347382892048858,0.098649321170224,0.0,0.0,0.0,0.0,16852818106.0,,0.0,0.0,0.0,-6.531301546435512,1.4979973292460653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAF
NAF,2015,2,0.0,0.0,0.07604217226788265,0.5533635814253637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1424611162753859,0.20125497384654195,0.10044741481476288,0.0,0.0,0.0,0.0,23777662270.0,,0.0,0.0,0.0,-16.924365816097204,1.4632600518024461,0.0,30000000.0,0.0,0.0,0.0,0.0,558.8436498333333,0.0,0.0,NAF
VC3,2013,4,1.4331132451,4.7907187983,0.5114176003725162,0.14801004883398644,0.3666520364,4.3493150168,106.94567270393816,649.2357001733,114.5638543821,870.7452272593381,0.5621995215,0.03306275509274953,0.09571290010670319,0.03485751706691951,0.0456934212,6.4727972027,0.0074328795,27774161065.0,6323375272.0,0.0,1.2396272592,0.0051957488,0.3582195018,4.8924381702864865,5.784828572925589,111073200000.0,7933800.0,11.8556277874,0.542879738,0.2403408256,0.9520637149,840.2821089515743,25788.4002996042,13.1497493772,VC3
VC3,2013,3,1.730198434,5.1962862019,0.5023457178686781,0.14319361569167247,0.2498319005,3.13261031,158.35118567608623,941.1412061224,143.2749445807,1242.7673363791864,0.3878270312,0.03570555319104464,0.06251148494477339,0.010243307467243706,0.0179768634,3.9669,0.0027872256,15203262796.0,3241238279.0,0.0,1.1630741601,0.0011864814,0.321515766,-2.5552874891722133,6.1962862019329235,83304900000.0,7933800.0,23.0126826965,0.4203064581,0.2567387841,1.6749259409,117.20176548438327,24981.7717440571,27.8185491765,VC3
VC3,2013,2,1.9736427185999998,5.532588623,0.5127101465930493,0.1425218240854927,0.2583956731,3.2190738399,158.09084272406224,950.7086960417,147.0771493521,1255.8766881178622,0.3839241205,0.06925883902735154,0.09381380845150655,0.05721997170140303,0.0276236121,4.7225,0.0042994998,16905477913.0,10023242188.0,0.0,1.1507220903,0.0014849091,0.344904961,-40.582905718960525,6.532588623086768,99172500000.0,7933800.0,17.4550632133,0.5069181006,0.2904384601,-11.184852105,1043.7570147974488,24658.815662,28.6808200523,VC3
VC3,2013,1,1.9157039557,5.5622056248,0.5176167164964188,0.14776384168602053,0.2169805525,2.6744168876,179.876577464607,1199.1297034695,192.2928665379,1571.299147472007,0.3043874227,-0.06568830223298491,0.015440969796861109,-0.026743906620751448,0.0024318044,4.7225,0.0003806506,17117392962.0,-2325143433.0,0.0,1.1516837329,0.0070843163,0.3185429098,5.331026359542523,6.56220562487839,99172500000.0,7933800.0,194.6853274094,0.488934854,0.3415379851,-8.7740287475,-119.31782008621342,25565.77813275,28.0827034638,VC3
SHB,2013,4,,12.8689868967,0.4018901312462579,0.2247925728938179,,,,,,,,,,0.32359686383208225,0.0855656856,0.0,0.0065323711,,,,,,,,13.918310000422176,9569700298800.0,886083361.0,11.2678316806,0.9241000677,4.0411954284,1.932467786,244.9817005851665,11687.0460001788,,SHB
SHB,2013,3,,10.6300491298,0.40425086921861003,0.21852867510959728,,,,,,,,,,0.4292103629107741,0.1713740755,7.1134091808,0.0150741449,,,,,,,,11.63032318306239,6113975190900.0,886083361.0,3.6624397814,0.6089832388,2.0045882809,-177.063242143,266.47094669572516,11330.3610994361,,SHB
SHB,2013,2,,9.7126656392,0.4184937610037355,0.21227569433315557,,,,,,,,,,0.2496415867309559,-0.0292605626,6.9072234074,-0.0025347449,,,,,,,,10.712947929580194,5936758518700.0,886083361.0,-20.0178274792,0.6087503364,2.096629628,-5.4507985915,156.45658276727306,11006.1540812524,,SHB
SHB,2013,1,,9.7757895408,0.3996113478515978,0.21087716283771887,,,,,,,,,,0.3813372922166496,-0.0228267492,7.1134091808,-0.0018568313,,,,,,,,10.776074967728317,6113975190900.0,886083361.0,-25.9879672051,0.6310797175,2.2314258701,5.4434928384,184.03282633246513,10933.6424676425,,SHB
TNH,2020,4,1.3326531531999999,0.8153800264,1.4116109316716565,0.3849408596232147,0.329468195,0.5101817914,14.613546052349976,16.1980801098,48.1646392992,78.97626546134998,22.5335346859,0.416859382615569,0.47549973113651006,0.28958118593678295,0.1880390855,0.1268403551,0.1076223143,162831254178.0,42361647615.0,,1.3189117159,0.1719171082,1.2360982547,-3.903731600207907,1.815380026364086,1108050000000.0,41500000.0,10.1008499346,1.7361249138,3.2994894883,3.6690904176,709.0967712530121,15379.0777310602,9.3967322509,TNH
TNH,2020,3,0.0,0.0,1.340141267265224,0.3671920501402102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45481411510859776,0.4953928817487512,0.37497875306540823,0.0,0.0,0.0,0.0,40360617163.0,,0.0,0.0,0.0,-6.053484047360791,1.7849587360575054,0.0,41500000.0,0.0,0.0,0.0,0.0,801.8302340240964,0.0,0.0,TNH
TNH,2020,2,0.0,0.0,0.7172332169516418,0.3471221067434263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3619571648972387,0.4128034245679317,0.2966087332186699,0.0,0.0,0.0,0.0,33055528814.0,,0.0,0.0,0.0,-6.079055429714981,1.7039096517022034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNH
TNH,2020,1,0.0,0.0,0.7602638132908791,0.3307845733384842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4679676139584611,0.48630723694966826,0.36771678607008945,0.0,0.0,0.0,0.0,25335016842.0,,0.0,0.0,0.0,-4.832703893478666,1.7362144455468296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TNH
L14,2013,4,0.9107228798,12.4067565175,0.7681882756156226,0.11850505271388743,0.3608201704,5.4417357712,48.24992136888112,842.3600470483,106.7160329046,997.3260013217811,0.4333064006,0.033997167507013024,0.0443186716769489,0.021398008372275776,0.0968040414,4.992,0.007307138,9311700774.0,2082545083.0,,1.6157162468,0.0362462361,0.1497345265,0.0,13.407429113642499,26208000000.0,2880000.0,7.7201266733,0.7166513379,0.1563438958,-1.1802877272,455.1269388888889,12697.9460131944,5.2710099006,L14
L14,2013,3,0.667780677,11.2273698656,0.8274950676983204,0.1153575979045685,0.3948205947,5.4897041582,42.51010259963492,765.2100314365,62.5196095287,870.239743564835,0.476993224,0.02921702866522177,0.04484163287350939,0.019456591995776828,0.0961401948,5.12,0.0075997663,8934953788.0,1149009732.0,,1.6401974087,0.0170410955,0.1260736994,0.0,12.227369865607313,17280000000.0,2880000.0,5.2172674761,0.4854096856,0.1004253936,1.301525509,265.68188541666666,12360.6927878472,4.0781317867,L14
