date,advancers,decliners,unchanged,net_advancers,advance_decline_ratio,market_breadth,breadth_member_count,pct_above_ma20,pct_above_ma50,new_highs_252,new_lows_252,up_volume,down_volume,advancing_share,declining_share,new_high_low_spread,up_down_volume_ratio
2022-04-19,277,698,629,-421,0.3968481375358166,-0.4317948717948718,,,,,,,,,,,
2022-04-20,197,768,639,-571,0.2565104166666667,-0.5917098445595855,,,,,,,,,,,
2022-04-21,236,718,650,-482,0.3286908077994429,-0.5052410901467506,,,,,,,,,,,
2022-04-22,506,548,550,-42,0.9233576642335768,-0.0398481973434535,,,,,,,,,,,
2022-04-25,219,809,576,-590,0.2707045735475896,-0.5739299610894941,,,,,,,,,,,
2022-04-26,667,269,668,398,2.479553903345725,0.4252136752136752,,,,,,,,,,,
2022-04-27,649,242,680,407,2.6818181818181817,0.4567901234567901,,,,,,,,,,,
2022-04-28,560,340,671,220,1.6470588235294117,0.2444444444444444,,,,,,,,,,,
2022-04-29,767,230,575,537,3.334782608695652,0.5386158475426279,,,,,,,,,,,
2022-05-04,379,593,633,-214,0.6391231028667791,-0.2201646090534979,,,,,,,,,,,
2022-05-05,354,533,719,-179,0.6641651031894934,-0.201803833145434,,,,,,,,,,,
2022-05-06,226,808,572,-582,0.2797029702970297,-0.562862669245648,,,,,,,,,,,
2022-05-09,145,899,561,-754,0.1612903225806451,-0.7222222222222222,,,,,,,,,,,
2022-05-10,558,356,691,202,1.5674157303370786,0.2210065645514223,,,,,,,,,,,
2022-05-11,583,285,738,298,2.0456140350877194,0.3433179723502304,,,,,,,,,,,
2022-05-12,136,783,687,-647,0.1736909323116219,-0.7040261153427638,,,,,,,,,,,
2022-05-13,151,897,559,-746,0.1683389074693422,-0.7118320610687023,,,,,,,,,,,
2022-05-16,579,376,650,203,1.5398936170212767,0.212565445026178,,,,,,,,,,,
2022-05-17,792,144,669,648,5.5,0.6923076923076923,,,,,,,,,,,
2022-05-18,435,415,756,20,1.0481927710843373,0.0235294117647058,,,,,,,,,,,
2022-05-19,307,515,785,-208,0.596116504854369,-0.2530413625304136,,,,,,,,,,,
2022-05-20,468,410,694,58,1.1414634146341462,0.0660592255125284,,,,,,,,,,,
2022-05-23,244,637,726,-393,0.3830455259026687,-0.4460839954597049,,,,,,,,,,,
2022-05-24,375,419,813,-44,0.8949880668257757,-0.0554156171284634,,,,,,,,,,,
2022-05-25,709,183,715,526,3.8743169398907114,0.5896860986547086,,,,,,,,,,,
2022-05-26,475,388,746,87,1.2242268041237114,0.100811123986095,,,,,,,,,,,
2022-05-27,582,327,699,255,1.779816513761468,0.2805280528052805,,,,,,,,,,,
2022-05-30,576,326,707,250,1.7668711656441718,0.2771618625277162,,,,,,,,,,,
2022-05-31,350,507,752,-157,0.6903353057199211,-0.1831971995332555,,,,,,,,,,,
2022-06-01,364,477,767,-113,0.7631027253668763,-0.1343638525564803,,,,,,,,,,,
2022-06-02,277,581,750,-304,0.4767641996557659,-0.3543123543123543,,,,,,,,,,,
2022-06-03,355,567,686,-212,0.6261022927689595,-0.2299349240780911,,,,,,,,,,,
2022-06-06,338,561,709,-223,0.6024955436720143,-0.2480533926585094,,,,,,,,,,,
2022-06-07,295,567,746,-272,0.5202821869488536,-0.3155452436194895,,,,,,,,,,,
2022-06-08,682,223,703,459,3.0582959641255605,0.507182320441989,,,,,,,,,,,
2022-06-09,415,406,787,9,1.022167487684729,0.0109622411693057,,,,,,,,,,,
2022-06-10,273,697,638,-424,0.3916786226685796,-0.4371134020618556,,,,,,,,,,,
2022-06-13,141,850,617,-709,0.1658823529411764,-0.715438950554995,,,,,,,,,,,
2022-06-14,355,499,754,-144,0.7114228456913828,-0.1686182669789227,,,,,,,,,,,
2022-06-15,189,694,725,-505,0.2723342939481268,-0.5719139297848245,,,,,,,,,,,
2022-06-16,508,347,753,161,1.4639769452449567,0.1883040935672514,,,,,,,,,,,
2022-06-17,198,825,585,-627,0.24,-0.6129032258064516,,,,,,,,,,,
2022-06-20,207,729,674,-522,0.2839506172839506,-0.5576923076923077,,,,,,,,,,,
2022-06-21,300,578,732,-278,0.5190311418685121,-0.316628701594533,,,,,,,,,,,
2022-06-22,562,325,724,237,1.7292307692307691,0.2671927846674182,,,,,,,,,,,
2022-06-23,634,219,758,415,2.894977168949772,0.4865181711606096,,,,,,,,,,,
2022-06-24,507,393,710,114,1.2900763358778626,0.1266666666666666,,,,,,,,,,,
2022-06-27,630,284,696,346,2.218309859154929,0.3785557986870897,,,,,,,,,,,
2022-06-28,566,299,745,267,1.8929765886287624,0.3086705202312139,,,,,,,,,,,
2022-06-29,377,446,786,-69,0.8452914798206278,-0.0838396111786148,,,,,,,,,,,
2022-06-30,244,616,748,-372,0.3961038961038961,-0.4325581395348837,,,,,,,,,,,
2022-07-01,402,491,715,-89,0.8187372708757638,-0.0996640537513997,,,,,,,,,,,
2022-07-04,449,398,761,51,1.128140703517588,0.0602125147579693,,,,,,,,,,,
2022-07-05,231,613,764,-382,0.3768352365415987,-0.45260663507109,,,,,,,,,,,
2022-07-06,198,639,771,-441,0.3098591549295774,-0.5268817204301075,,,,,,,,,,,
2022-07-07,427,362,819,65,1.1795580110497237,0.082382762991128,,,,,,,,,,,
2022-07-08,642,259,704,383,2.4787644787644787,0.4250832408435072,,,,,,,,,,,
2022-07-11,304,541,760,-237,0.5619223659889094,-0.2804733727810651,,,,,,,,,,,
2022-07-12,644,218,741,426,2.9541284403669725,0.494199535962877,,,,,,,,,,,
2022-07-13,454,351,798,103,1.2934472934472934,0.1279503105590062,,,,,,,,,,,
2022-07-14,473,314,817,159,1.5063694267515924,0.2020330368487929,,,,,,,,,,,
2022-07-15,479,417,707,62,1.1486810551558753,0.0691964285714285,,,,,,,,,,,
2022-07-18,470,378,751,92,1.2433862433862437,0.1084905660377358,,,,,,,,,,,
2022-07-19,380,411,809,-31,0.924574209245742,-0.0391908975979772,,,,,,,,,,,
2022-07-20,642,214,745,428,3.0,0.5,,,,,,,,,,,
2022-07-21,346,464,792,-118,0.7456896551724138,-0.145679012345679,,,,,,,,,,,
2022-07-22,412,468,721,-56,0.8803418803418803,-0.0636363636363636,,,,,,,,,,,
2022-07-25,298,560,742,-262,0.5321428571428571,-0.3053613053613053,,,,,,,,,,,
2022-07-26,294,511,795,-217,0.5753424657534246,-0.2695652173913043,,,,,,,,,,,
2022-07-27,444,315,841,129,1.4095238095238096,0.1699604743083003,,,,,,,,,,,
2022-07-28,635,227,738,408,2.797356828193833,0.4733178654292343,,,,,,,,,,,
2022-07-29,433,455,692,-22,0.9516483516483516,-0.0247747747747747,,,,,,,,,,,
2022-08-01,641,263,667,378,2.4372623574144487,0.4181415929203539,,,,,,,,,,,
2022-08-02,534,315,723,219,1.6952380952380952,0.2579505300353357,,,,,,,,,,,
2022-08-03,524,348,703,176,1.5057471264367817,0.2018348623853211,,,,,,,,,,,
2022-08-04,419,398,758,21,1.0527638190954771,0.025703794369645,,,,,,,,,,,
2022-08-05,558,363,663,195,1.537190082644628,0.2117263843648208,,,,,,,,,,,
2022-08-08,525,359,694,166,1.4623955431754874,0.1877828054298642,,,,,,,,,,,
2022-08-09,518,342,718,176,1.5146198830409356,0.2046511627906976,,,,,,,,,,,
2022-08-10,413,418,749,-5,0.9880382775119616,-0.0060168471720818,,,,,,,,,,,
2022-08-11,275,578,725,-303,0.4757785467128028,-0.3552168815943728,,,,,,,,,,,
2022-08-12,578,323,682,255,1.7894736842105263,0.2830188679245283,,,,,,,,,,,
2022-08-15,463,420,694,43,1.1023809523809525,0.0486976217440543,,,,,,,,,,,
2022-08-16,396,450,732,-54,0.88,-0.0638297872340425,,,,,,,,,,,
2022-08-17,334,496,746,-162,0.6733870967741935,-0.1951807228915662,,,,,,,,,,,
2022-08-18,301,512,761,-211,0.587890625,-0.2595325953259532,,,,,,,,,,,
2022-08-19,325,575,682,-250,0.5652173913043478,-0.2777777777777778,,,,,,,,,,,
2022-08-22,302,564,710,-262,0.5354609929078015,-0.302540415704388,,,,,,,,,,,
2022-08-23,587,243,746,344,2.4156378600823047,0.4144578313253012,,,,,,,,,,,
2022-08-24,512,330,732,182,1.5515151515151515,0.2161520190023753,,,,,,,,,,,
2022-08-25,468,351,755,117,1.3333333333333333,0.1428571428571428,,,,,,,,,,,
2022-08-26,283,623,677,-340,0.4542536115569823,-0.3752759381898454,,,,,,,,,,,
2022-08-29,221,666,688,-445,0.3318318318318318,-0.5016910935738444,,,,,,,,,,,
2022-08-30,453,343,781,110,1.3206997084548104,0.1381909547738693,,,,,,,,,,,
2022-08-31,473,350,750,123,1.3514285714285714,0.1494532199270959,,,,,,,,,,,
2022-09-05,343,502,729,-159,0.6832669322709163,-0.1881656804733728,,,,,,,,,,,
2022-09-06,373,429,773,-56,0.8694638694638694,-0.0698254364089775,,,,,,,,,,,
2022-09-07,178,694,703,-516,0.2564841498559078,-0.591743119266055,,,,,,,,,,,
2022-09-08,316,494,765,-178,0.6396761133603239,-0.219753086419753,,,,,,,,,,,
2022-09-09,512,356,714,156,1.4382022471910112,0.1797235023041474,,,,,,,,,,,
2022-09-12,441,426,709,15,1.0352112676056338,0.0173010380622837,,,,,,,,,,,
2022-09-13,374,407,794,-33,0.918918918918919,-0.0422535211267605,,,,,,,,,,,
2022-09-14,289,500,788,-211,0.578,-0.2674271229404309,,,,,,,,,,,
2022-09-15,374,389,814,-15,0.961439588688946,-0.019659239842726,,,,,,,,,,,
2022-09-16,248,681,651,-433,0.3641703377386197,-0.4660925726587728,,,,,,,,,,,
2022-09-19,208,707,662,-499,0.2942008486562942,-0.5453551912568306,,,,,,,,,,,
2022-09-20,544,272,761,272,2.0,0.3333333333333333,,,,,,,,,,,
2022-09-21,323,461,794,-138,0.7006507592190889,-0.1760204081632653,,,,,,,,,,,
2022-09-22,505,303,769,202,1.6666666666666667,0.25,,,,,,,,,,,
2022-09-23,376,487,717,-111,0.7720739219712526,-0.1286210892236384,,,,,,,,,,,
2022-09-26,162,781,633,-619,0.2074263764404609,-0.6564156945917285,,,,,,,,,,,
2022-09-27,373,410,793,-37,0.9097560975609756,-0.0472541507024265,,,,,,,,,,,
2022-09-28,224,578,774,-354,0.3875432525951557,-0.4413965087281795,,,,,,,,,,,
2022-09-29,281,499,795,-218,0.56312625250501,-0.2794871794871795,,,,,,,,,,,
2022-09-30,365,537,678,-172,0.6797020484171322,-0.1906873614190687,,,,,,,,,,,
2022-10-03,165,742,668,-577,0.2223719676549865,-0.6361631753031973,,,,,,,,,,,
2022-10-04,318,505,752,-187,0.6297029702970297,-0.2272174969623329,,,,,,,,,,,
2022-10-05,658,200,718,458,3.29,0.5337995337995338,,,,,,,,,,,
2022-10-06,186,679,710,-493,0.2739322533136966,-0.5699421965317919,,,,,,,,,,,
2022-10-07,167,783,630,-616,0.2132822477650063,-0.6484210526315789,,,,,,,,,,,
2022-10-10,483,362,733,121,1.3342541436464088,0.1431952662721893,,,,,,,,,,,
2022-10-11,155,702,720,-547,0.2207977207977208,-0.6382730455075846,,,,,,,,,,,
2022-10-12,602,229,747,373,2.62882096069869,0.4488567990373044,,,,,,,,,,,
2022-10-13,424,342,811,82,1.239766081871345,0.1070496083550913,,,,,,,,,,,
2022-10-14,609,265,709,344,2.29811320754717,0.3935926773455377,,,,,,,,,,,
2022-10-17,355,448,774,-93,0.7924107142857143,-0.1158156911581569,,,,,,,,,,,
2022-10-18,549,268,761,281,2.048507462686567,0.3439412484700122,,,,,,,,,,,
2022-10-19,307,442,830,-135,0.6945701357466063,-0.1802403204272363,,,,,,,,,,,
2022-10-20,284,481,814,-197,0.5904365904365905,-0.257516339869281,,,,,,,,,,,
2022-10-21,173,771,642,-598,0.2243839169909209,-0.6334745762711864,,,,,,,,,,,
2022-10-24,170,736,674,-566,0.2309782608695652,-0.6247240618101545,,,,,,,,,,,
2022-10-25,334,494,750,-160,0.6761133603238867,-0.1932367149758454,,,,,,,,,,,
2022-10-26,290,503,786,-213,0.5765407554671969,-0.2686002522068096,,,,,,,,,,,
2022-10-27,655,188,736,467,3.484042553191489,0.5539739027283511,,,,,,,,,,,
2022-10-28,446,393,745,53,1.1348600508905853,0.0631704410011919,,,,,,,,,,,
2022-10-31,300,545,735,-245,0.5504587155963303,-0.2899408284023668,,,,,,,,,,,
2022-11-01,439,350,790,89,1.2542857142857142,0.1128010139416983,,,,,,,,,,,
2022-11-02,328,420,832,-92,0.780952380952381,-0.1229946524064171,,,,,,,,,,,
2022-11-03,289,466,825,-177,0.6201716738197425,-0.2344370860927152,,,,,,,,,,,
2022-11-04,172,710,702,-538,0.2422535211267605,-0.6099773242630385,,,,,,,,,,,
2022-11-07,158,697,724,-539,0.2266857962697274,-0.6304093567251462,,,,,,,,,,,
2022-11-08,349,425,806,-76,0.8211764705882353,-0.0981912144702842,,,,,,,,,,,
2022-11-09,431,315,835,116,1.3682539682539685,0.1554959785522788,,,,,,,,,,,
2022-11-10,101,741,739,-640,0.136302294197031,-0.7600950118764845,,,,,,,,,,,
2022-11-11,328,556,700,-228,0.5899280575539568,-0.2579185520361991,,,,,,,,,,,
2022-11-14,172,708,701,-536,0.2429378531073446,-0.6090909090909091,,,,,,,,,,,
2022-11-15,131,756,696,-625,0.1732804232804232,-0.7046223224351748,,,,,,,,,,,
2022-11-16,689,199,694,490,3.4623115577889445,0.5518018018018018,,,,,,,,,,,
2022-11-17,654,190,739,464,3.442105263157895,0.5497630331753555,,,,,,,,,,,
2022-11-18,565,313,707,252,1.805111821086262,0.2870159453302961,,,,,,,,,,,
2022-11-21,545,313,723,232,1.7412140575079873,0.2703962703962704,,,,,,,,,,,
2022-11-22,507,303,769,204,1.6732673267326732,0.2518518518518518,,,,,,,,,,,
2022-11-23,243,538,798,-295,0.4516728624535316,-0.3777208706786171,,,,,,,,,,,
2022-11-24,355,406,817,-51,0.874384236453202,-0.0670170827858081,,,,,,,,,,,
2022-11-25,646,241,695,405,2.680497925311203,0.4565952649379932,,,,,,,,,,,
2022-11-28,740,176,664,564,4.204545454545454,0.6157205240174672,,,,,,,,,,,
2022-11-29,605,266,710,339,2.274436090225564,0.3892078071182548,,,,,,,,,,,
2022-11-30,562,277,743,285,2.0288808664259927,0.3396901072705602,,,,,,,,,,,
2022-12-01,517,346,719,171,1.4942196531791907,0.1981460023174971,,,,,,,,,,,
2022-12-02,640,287,660,353,2.229965156794425,0.3807982740021575,,,,,,,,,,,
2022-12-05,563,339,681,224,1.6607669616519174,0.2483370288248337,,,,,,,,,,,
2022-12-06,234,632,714,-398,0.370253164556962,-0.4595842956120092,,,,,,,,,,,
2022-12-07,231,594,757,-363,0.3888888888888889,-0.44,,,,,,,,,,,
2022-12-08,573,243,765,330,2.3580246913580245,0.4044117647058823,,,,,,,,,,,
2022-12-09,458,418,711,40,1.0956937799043065,0.045662100456621,,,,,,,,,,,
2022-12-12,376,467,740,-91,0.8051391862955032,-0.1079478054567022,,,,,,,,,,,
2022-12-13,446,314,822,132,1.4203821656050954,0.1736842105263158,,,,,,,,,,,
2022-12-14,477,295,808,182,1.616949152542373,0.2357512953367875,,,,,,,,,,,
2022-12-15,403,345,832,58,1.1681159420289855,0.0775401069518716,,,,,,,,,,,
2022-12-16,428,384,774,44,1.1145833333333333,0.0541871921182266,,,,,,,,,,,
2022-12-19,339,465,777,-126,0.7290322580645161,-0.1567164179104477,,,,,,,,,,,
2022-12-20,189,626,767,-437,0.3019169329073482,-0.5361963190184049,,,,,,,,,,,
2022-12-21,262,511,809,-249,0.512720156555773,-0.3221216041397154,,,,,,,,,,,
2022-12-22,400,320,862,80,1.25,0.1111111111111111,,,,,,,,,,,
2022-12-23,391,428,767,-37,0.9135514018691588,-0.0451770451770451,,,,,,,,,,,
2022-12-26,195,644,742,-449,0.3027950310559006,-0.5351609058402861,,,,,,,,,,,
2022-12-27,587,223,771,364,2.632286995515695,0.4493827160493827,,,,,,,,,,,
2022-12-28,457,288,835,169,1.5868055555555556,0.2268456375838926,,,,,,,,,,,
2022-12-29,337,399,845,-62,0.8446115288220551,-0.0842391304347826,,,,,,,,,,,
2022-12-30,436,364,786,72,1.1978021978021978,0.09,,,,,,,,,,,
2023-01-03,644,224,712,420,2.875,0.4838709677419355,,,,,,,,,,,
2023-01-04,373,371,834,2,1.005390835579515,0.0026881720430107,,,,,,,,,,,
2023-01-05,380,361,837,19,1.0526315789473684,0.0256410256410256,,,,,,,,,,,
2023-01-06,294,534,759,-240,0.550561797752809,-0.2898550724637681,,,,,,,,,,,
2023-01-09,341,412,830,-71,0.8276699029126213,-0.0942895086321381,,,,,,,,,,,
2023-01-10,400,308,876,92,1.2987012987012987,0.1299435028248587,,,,,,,,,,,
2023-01-11,443,288,853,155,1.5381944444444444,0.2120383036935704,,,,,,,,,,,
2023-01-12,320,376,888,-56,0.851063829787234,-0.0804597701149425,,,,,,,,,,,
2023-01-13,361,393,836,-32,0.9185750636132316,-0.0424403183023872,,,,,,,,,,,
2023-01-16,337,425,821,-88,0.7929411764705883,-0.1154855643044619,,,,,,,,,,,
2023-01-17,567,182,833,385,3.1153846153846154,0.514018691588785,,,,,,,,,,,
2023-01-18,545,234,805,311,2.329059829059829,0.3992297817715019,,,,,,,,,,,
2023-01-19,531,240,815,291,2.2125,0.377431906614786,,,,,,,,,,,
2023-01-27,601,262,725,339,2.2938931297709924,0.3928157589803013,,,,,,,,,,,
2023-01-30,485,376,724,109,1.2898936170212767,0.1265969802555168,,,,,,,,,,,
2023-01-31,478,301,806,177,1.5880398671096343,0.2272143774069319,,,,,,,,,,,
2023-02-01,239,588,758,-349,0.4064625850340136,-0.4220072551390568,,,,,,,,,,,
2023-02-02,252,511,824,-259,0.4931506849315068,-0.3394495412844037,,,,,,,,,,,
2023-02-03,387,392,809,-5,0.9872448979591836,-0.0064184852374839,,,,,,,,,,,
2023-02-06,386,368,830,18,1.048913043478261,0.0238726790450928,,,,,,,,,,,
2023-02-07,198,554,832,-356,0.3574007220216607,-0.4734042553191489,,,,,,,,,,,
2023-02-08,422,305,859,117,1.383606557377049,0.1609353507565337,,,,,,,,,,,
2023-02-09,369,351,866,18,1.051282051282051,0.025,,,,,,,,,,,
2023-02-10,255,541,794,-286,0.4713493530499076,-0.3592964824120603,,,,,,,,,,,
2023-02-13,183,641,760,-458,0.2854914196567862,-0.5558252427184466,,,,,,,,,,,
2023-02-14,409,352,824,57,1.161931818181818,0.0749014454664914,,,,,,,,,,,
2023-02-15,551,233,799,318,2.3648068669527897,0.4056122448979591,,,,,,,,,,,
2023-02-16,535,198,851,337,2.702020202020202,0.4597544338335607,,,,,,,,,,,
2023-02-17,352,455,782,-103,0.7736263736263737,-0.127633209417596,,,,,,,,,,,
2023-02-20,661,209,714,452,3.1626794258373208,0.5195402298850574,,,,,,,,,,,
2023-02-21,370,428,786,-58,0.8644859813084113,-0.0726817042606516,,,,,,,,,,,
2023-02-22,209,592,783,-383,0.3530405405405405,-0.4781523096129838,,,,,,,,,,,
2023-02-23,298,435,852,-137,0.6850574712643678,-0.1869031377899045,,,,,,,,,,,
2023-02-24,288,533,768,-245,0.5403377110694184,-0.2984165651644336,,,,,,,,,,,
2023-02-27,198,614,772,-416,0.3224755700325732,-0.5123152709359606,,,,,,,,,,,
2023-02-28,398,316,870,82,1.259493670886076,0.1148459383753501,,,,,,,,,,,
2023-03-01,516,269,799,247,1.9182156133829,0.3146496815286624,,,,,,,,,,,
2023-03-02,320,420,846,-100,0.7619047619047619,-0.1351351351351351,,,,,,,,,,,
2023-03-03,277,529,780,-252,0.5236294896030246,-0.3126550868486352,,,,,,,,,,,
2023-03-06,472,319,794,153,1.4796238244514106,0.1934260429835651,,,,,,,,,,,
2023-03-07,388,342,857,46,1.1345029239766082,0.0630136986301369,,,,,,,,,,,
2023-03-08,450,270,868,180,1.6666666666666667,0.25,,,,,,,,,,,
2023-03-09,474,273,839,201,1.7362637362637363,0.2690763052208835,,,,,,,,,,,
2023-03-10,337,475,776,-138,0.7094736842105264,-0.1699507389162561,,,,,,,,,,,
2023-03-13,258,542,785,-284,0.4760147601476014,-0.355,,,,,,,,,,,
2023-03-14,200,582,805,-382,0.3436426116838488,-0.4884910485933504,,,,,,,,,,,
2023-03-15,621,179,787,442,3.46927374301676,0.5525,,,,,,,,,,,
2023-03-16,188,586,813,-398,0.3208191126279863,-0.5142118863049095,,,,,,,,,,,
2023-03-17,368,384,836,-16,0.9583333333333334,-0.0212765957446808,,,,,,,,,,,
2023-03-20,196,629,762,-433,0.3116057233704292,-0.5248484848484849,,,,,,,,,,,
2023-03-21,495,243,848,252,2.037037037037037,0.3414634146341463,,,,,,,,,,,
2023-03-22,368,342,876,26,1.0760233918128654,0.0366197183098591,,,,,,,,,,,
2023-03-23,359,350,879,9,1.0257142857142858,0.0126939351198871,,,,,,,,,,,
2023-03-24,455,327,807,128,1.3914373088685017,0.1636828644501279,,,,,,,,,,,
2023-03-27,475,302,807,173,1.5728476821192052,0.2226512226512226,,,,,,,,,,,
2023-03-28,365,358,863,7,1.0195530726256985,0.0096818810511756,,,,,,,,,,,
2023-03-29,337,360,889,-23,0.9361111111111112,-0.0329985652797704,,,,,,,,,,,
2023-03-30,355,366,864,-11,0.9699453551912568,-0.015256588072122,,,,,,,,,,,
2023-03-31,416,401,768,15,1.0374064837905237,0.018359853121175,,,,,,,,,,,
2023-04-03,575,265,748,310,2.169811320754717,0.369047619047619,,,,,,,,,,,
2023-04-04,454,331,801,123,1.3716012084592144,0.1566878980891719,,,,,,,,,,,
2023-04-05,513,293,783,220,1.7508532423208192,0.2729528535980149,,,,,,,,,,,
2023-04-06,397,390,799,7,1.017948717948718,0.0088945362134688,,,,,,,,,,,
2023-04-07,382,441,763,-59,0.8662131519274376,-0.071688942891859,,,,,,,,,,,
2023-04-10,381,438,769,-57,0.8698630136986302,-0.0695970695970696,,,,,,,,,,,
2023-04-11,441,302,843,139,1.4602649006622517,0.1870794078061911,,,,,,,,,,,
2023-04-12,407,379,801,28,1.0738786279683377,0.0356234096692111,,,,,,,,,,,
2023-04-13,296,478,811,-182,0.6192468619246861,-0.2351421188630491,,,,,,,,,,,
2023-04-14,265,563,758,-298,0.4706927175843694,-0.359903381642512,,,,,,,,,,,
2023-04-17,367,391,829,-24,0.938618925831202,-0.0316622691292876,,,,,,,,,,,
2023-04-18,434,305,844,129,1.4229508196721312,0.1745602165087956,,,,,,,,,,,
2023-04-19,294,442,846,-148,0.665158371040724,-0.2010869565217391,,,,,,,,,,,
2023-04-20,397,329,854,68,1.206686930091185,0.09366391184573,,,,,,,,,,,
2023-04-21,349,453,782,-104,0.7704194260485652,-0.1296758104738154,,,,,,,,,,,
2023-04-24,342,412,829,-70,0.8300970873786407,-0.0928381962864721,,,,,,,,,,,
2023-04-25,278,456,848,-178,0.6096491228070176,-0.2425068119891008,,,,,,,,,,,
2023-04-26,442,293,848,149,1.5085324232081911,0.2027210884353741,,,,,,,,,,,
2023-04-27,375,351,856,24,1.0683760683760684,0.0330578512396694,,,,,,,,,,,
2023-04-28,479,307,794,172,1.5602605863192185,0.2188295165394402,,,,,,,,,,,
2023-05-04,351,444,787,-93,0.7905405405405406,-0.1169811320754717,,,,,,,,,,,
2023-05-05,368,450,762,-82,0.8177777777777778,-0.1002444987775061,,,,,,,,,,,
2023-05-08,533,293,755,240,1.819112627986348,0.2905569007263922,,,,,,,,,,,
2023-05-09,407,362,814,45,1.1243093922651934,0.0585175552665799,,,,,,,,,,,
2023-05-10,527,264,790,263,1.996212121212121,0.3324905183312263,,,,,,,,,,,
2023-05-11,431,340,808,91,1.2676470588235291,0.1180285343709468,,,,,,,,,,,
2023-05-12,495,341,743,154,1.4516129032258065,0.1842105263157894,,,,,,,,,,,
2023-05-15,419,439,724,-20,0.9544419134396356,-0.0233100233100233,,,,,,,,,,,
2023-05-16,384,380,816,4,1.0105263157894735,0.0052356020942408,,,,,,,,,,,
2023-05-17,359,430,793,-71,0.8348837209302326,-0.0899873257287705,,,,,,,,,,,
2023-05-18,389,365,829,24,1.0657534246575342,0.0318302387267904,,,,,,,,,,,
2023-05-19,411,414,751,-3,0.9927536231884058,-0.0036363636363636,,,,,,,,,,,
2023-05-22,498,313,767,185,1.5910543130990416,0.2281134401972873,,,,,,,,,,,
2023-05-23,348,453,778,-105,0.7682119205298014,-0.1310861423220973,,,,,,,,,,,
2023-05-24,365,405,809,-40,0.9012345679012346,-0.0519480519480519,,,,,,,,,,,
2023-05-25,352,413,815,-61,0.8523002421307506,-0.0797385620915032,,,,,,,,,,,
2023-05-26,506,318,757,188,1.5911949685534592,0.2281553398058252,,,,,,,,,,,
2023-05-29,641,242,698,399,2.6487603305785123,0.4518686296715741,,,,,,,,,,,
2023-05-30,483,320,780,163,1.509375,0.2029887920298879,,,,,,,,,,,
2023-05-31,517,327,744,190,1.581039755351682,0.2251184834123222,,,,,,,,,,,
2023-06-01,513,317,758,196,1.6182965299684542,0.236144578313253,,,,,,,,,,,
2023-06-02,523,407,658,116,1.285012285012285,0.1247311827956989,,,,,,,,,,,
2023-06-05,439,459,688,-20,0.9564270152505446,-0.0222717149220489,,,,,,,,,,,
2023-06-06,532,306,745,226,1.738562091503268,0.269689737470167,,,,,,,,,,,
2023-06-07,485,320,779,165,1.515625,0.2049689440993788,,,,,,,,,,,
2023-06-08,355,509,722,-154,0.6974459724950884,-0.1782407407407407,,,,,,,,,,,
2023-06-09,482,433,668,49,1.1131639722863742,0.053551912568306,,,,,,,,,,,
2023-06-12,528,347,711,181,1.521613832853026,0.2068571428571428,,,,,,,,,,,
2023-06-13,531,318,734,213,1.669811320754717,0.2508833922261484,,,,,,,,,,,
2023-06-14,296,567,719,-271,0.5220458553791887,-0.3140208574739281,,,,,,,,,,,
2023-06-15,356,494,732,-138,0.7206477732793523,-0.1623529411764706,,,,,,,,,,,
2023-06-16,376,532,676,-156,0.706766917293233,-0.171806167400881,,,,,,,,,,,
2023-06-19,279,569,735,-290,0.4903339191564148,-0.3419811320754717,,,,,,,,,,,
2023-06-20,540,253,789,287,2.134387351778656,0.3619167717528373,,,,,,,,,,,
2023-06-21,563,243,776,320,2.316872427983539,0.3970223325062035,,,,,,,,,,,
2023-06-22,485,333,764,152,1.4564564564564564,0.1858190709046454,,,,,,,,,,,
2023-06-23,463,462,655,1,1.0021645021645025,0.001081081081081,,,,,,,,,,,
2023-06-26,338,524,720,-186,0.6450381679389313,-0.2157772621809744,,,,,,,,,,,
2023-06-27,433,360,790,73,1.2027777777777775,0.0920554854981084,,,,,,,,,,,
2023-06-28,357,456,771,-99,0.7828947368421053,-0.1217712177121771,,,,,,,,,,,
2023-06-29,269,613,701,-344,0.4388254486133768,-0.3900226757369615,,,,,,,,,,,
2023-06-30,398,490,693,-92,0.8122448979591836,-0.1036036036036036,,,,,,,,,,,
2023-07-03,490,358,733,132,1.3687150837988826,0.1556603773584905,,,,,,,,,,,
2023-07-04,515,261,807,254,1.9731800766283525,0.327319587628866,,,,,,,,,,,
2023-07-05,397,380,805,17,1.0447368421052632,0.0218790218790218,,,,,,,,,,,
2023-07-06,231,578,773,-347,0.3996539792387543,-0.4289245982694685,,,,,,,,,,,
2023-07-07,507,324,749,183,1.5648148148148149,0.2202166064981949,,,,,,,,,,,
2023-07-10,555,301,723,254,1.8438538205980064,0.2967289719626168,,,,,,,,,,,
2023-07-11,423,417,740,6,1.014388489208633,0.0071428571428571,,,,,,,,,,,
2023-07-12,378,421,783,-43,0.8978622327790974,-0.0538172715894868,,,,,,,,,,,
2023-07-13,545,244,792,301,2.2336065573770494,0.3814955640050697,,,,,,,,,,,
2023-07-14,444,364,769,80,1.21978021978022,0.099009900990099,,,,,,,,,,,
2023-07-17,483,364,730,119,1.3269230769230769,0.140495867768595,,,,,,,,,,,
