feature_name,category,input_source,exact_provenance,formula_logic,expected_availability,leakage_risk_note,usable_for_forecast,usable_for_regime,usable_for_risk,status
s_ret,market_context,market/sector/breadth context,derived from vnstock_data,deterministic rolling/lagged transformation,requires market/sector/breadth context joins,Safe only if context inputs are aligned on date and never forward-filled from the future.,True,True,True,active
s_ret_5d,market_context,market/sector/breadth context,derived from vnstock_data,deterministic rolling/lagged transformation,requires market/sector/breadth context joins,Safe only if context inputs are aligned on date and never forward-filled from the future.,True,True,True,active
sector_return_20d,market_context,market/sector/breadth context,derived from vnstock_data,deterministic rolling/lagged transformation,requires market/sector/breadth context joins,Safe only if context inputs are aligned on date and never forward-filled from the future.,True,True,True,active
sentiment_avg,sentiment_news,sentiment/news context,local computation,deterministic rolling/lagged transformation,requires sentiment artifact; otherwise absent by design,Computed from current and past rows only.,True,False,False,active
sentiment_std,sentiment_news,sentiment/news context,local computation,deterministic rolling/lagged transformation,requires sentiment artifact; otherwise absent by design,Computed from current and past rows only.,True,False,False,experimental
sma_20,technical_indicator,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
sma_200,technical_indicator,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available with extended OHLCV history after warmup,Computed from current and past rows only.,True,False,True,active
sma_50,technical_indicator,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
stoch_d_14,technical_indicator,ohlcv,derived from vnstock_data,smoothed stochastic %D,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
stoch_k_14,technical_indicator,ohlcv,derived from vnstock_data,smoothed stochastic %K,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
support_1,technical_indicator,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,deprecated
trend_regime_strength,regime_state,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Rule-based label uses trailing moving averages and trailing volatility only.,True,True,True,active
true_range,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
turnover,flow_microstructure,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
turnover_ma_20,flow_microstructure,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
turnover_ma_5,flow_microstructure,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
turnover_ma_60,flow_microstructure,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available with extended OHLCV history after warmup,Computed from current and past rows only.,True,False,True,active
turnover_ratio_20,flow_microstructure,ohlcv,derived from vnstock_data,turnover / rolling mean turnover,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
turnover_ratio_5,flow_microstructure,ohlcv,derived from vnstock_data,turnover / rolling mean turnover,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
turnover_ratio_60,flow_microstructure,ohlcv,derived from vnstock_data,turnover / rolling mean turnover,available with extended OHLCV history after warmup,Computed from current and past rows only.,True,False,True,active
unchanged,market_context,market/sector/breadth context,derived from vnstock_data,deterministic rolling/lagged transformation,requires market/sector/breadth context joins,Computed from current and past rows only.,True,True,True,active
value_ratio_10,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
value_ratio_20,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,deprecated
value_ratio_5,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,deprecated
var_q,risk_layer,risk engine,local computation,rolling historical value-at-risk quantile of asset returns,requires advanced risk engine during training/inference,Computed from trailing returns only.,False,False,True,active
volatility_regime_code,regime_state,ohlcv,derived from vnstock_data,"low=0, normal=1, high=2 from rolling volatility vs trailing median",available from OHLCV after standard warmup,Rule-based label uses trailing moving averages and trailing volatility only.,True,True,True,active
volume_lag_1,price_volume_core,ohlcv,derived from vnstock_data,lagged value,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_lag_2,price_volume_core,ohlcv,derived from vnstock_data,lagged value,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_lag_3,price_volume_core,ohlcv,derived from vnstock_data,lagged value,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_lag_5,price_volume_core,ohlcv,derived from vnstock_data,lagged value,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_ma_10,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_ma_20,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_ma_5,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_max_20,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_max_5,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_max_60,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available with extended OHLCV history after warmup,Computed from current and past rows only.,True,False,True,active
volume_min_20,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_min_5,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_min_60,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available with extended OHLCV history after warmup,Computed from current and past rows only.,True,False,True,active
volume_ratio_20,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_ratio_5,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_ratio_60,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available with extended OHLCV history after warmup,Computed from current and past rows only.,True,False,True,active
volume_shock_10,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_shock_20,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,deprecated
volume_shock_5,price_volume_core,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,deprecated
volume_spike_zscore_20,flow_microstructure,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_std_20,price_volume_core,ohlcv,derived from vnstock_data,rolling std of volume,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_std_5,price_volume_core,ohlcv,derived from vnstock_data,rolling std of volume,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
volume_std_60,price_volume_core,ohlcv,derived from vnstock_data,rolling std of volume,available with extended OHLCV history after warmup,Computed from current and past rows only.,True,False,True,active
vroc_20,technical_indicator,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
vroc_5,technical_indicator,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available from OHLCV after standard warmup,Computed from current and past rows only.,True,False,True,active
vroc_60,technical_indicator,ohlcv,derived from vnstock_data,deterministic rolling/lagged transformation,available with extended OHLCV history after warmup,Computed from current and past rows only.,True,False,True,active
