feature_name,train_missing_ratio,validation_missing_ratio,train_unique_count,quality_issue,quality_action,task_name,fold_id
close_lag_2,0.0,0.0,1424,,keep,directional_classification,fold_002
close_lag_3,0.0,0.0,1416,,keep,directional_classification,fold_002
close_lag_5,0.0,0.0,1420,,keep,directional_classification,fold_002
volume_lag_1,0.0,0.0,3127,,keep,directional_classification,fold_002
volume_lag_2,0.0,0.0,3112,,keep,directional_classification,fold_002
volume_lag_3,0.0,0.0,3114,,keep,directional_classification,fold_002
volume_lag_5,0.0,0.0,3124,,keep,directional_classification,fold_002
pct_return_lag_1,0.0,0.0,2830,,keep,directional_classification,fold_002
pct_return_lag_2,0.0,0.0,2810,,keep,directional_classification,fold_002
pct_return_lag_3,0.0,0.0,2818,,keep,directional_classification,fold_002
pct_return_lag_5,0.0,0.0,2843,,keep,directional_classification,fold_002
log_return_lag_1,0.0,0.0,2830,,keep,directional_classification,fold_002
log_return_lag_2,0.0,0.0,2810,,keep,directional_classification,fold_002
log_return_lag_3,0.0,0.0,2818,,keep,directional_classification,fold_002
log_return_lag_5,0.0,0.0,2843,,keep,directional_classification,fold_002
rsi_14_lag_1,0.0,0.0,3750,,keep,directional_classification,fold_002
rsi_14_lag_2,0.0,0.0,3750,,keep,directional_classification,fold_002
rsi_14_lag_3,0.0,0.0,3750,,keep,directional_classification,fold_002
rsi_14_lag_5,0.0,0.0,3750,,keep,directional_classification,fold_002
volume_ratio_5,0.0,0.0,3657,,keep,directional_classification,fold_002
volume_ratio_20,0.0,0.0,3662,,keep,directional_classification,fold_002
volume_ratio_60,0.0,0.0,3663,,keep,directional_classification,fold_002
close_to_close_return_1d,0.0,0.0,2832,,keep,directional_classification,fold_002
close_return_2d,0.0,0.0,3057,,keep,directional_classification,fold_002
close_return_3d,0.0,0.0,3120,,keep,directional_classification,fold_002
close_return_5d,0.0,0.0,3192,,keep,directional_classification,fold_002
close_return_10d,0.0,0.0,3278,,keep,directional_classification,fold_002
close_return_20d,0.0,0.0,3375,,keep,directional_classification,fold_002
open_to_close_return_1d,0.0,0.0,2941,,keep,directional_classification,fold_002
open_close_spread,0.0,0.0,721,,keep,directional_classification,fold_002
open_close_spread_pct,0.0,0.0,2941,,keep,directional_classification,fold_002
overnight_return_1d,0.0,0.0,2403,,keep,directional_classification,fold_002
high_low_range,0.0,0.0,602,,keep,directional_classification,fold_002
high_low_range_pct,0.0,0.0,3081,,keep,directional_classification,fold_002
true_range,0.0,0.0,609,,keep,directional_classification,fold_002
atr_14,0.0,0.0,3026,,keep,directional_classification,fold_002
atr_proxy_5,0.0,0.0,2174,,keep,directional_classification,fold_002
atr_proxy_10,0.0,0.0,2831,,keep,directional_classification,fold_002
close_mean_5,0.0,0.0,3058,,keep,directional_classification,fold_002
close_std_5,0.0,0.0,3531,,keep,directional_classification,fold_002
volume_ma_5,0.0,0.0,3586,,keep,directional_classification,fold_002
rolling_volatility_5,0.0,0.0,3589,,keep,directional_classification,fold_002
close_mean_10,0.0,0.0,3329,,keep,directional_classification,fold_002
close_std_10,0.0,0.0,3633,,keep,directional_classification,fold_002
volume_ma_10,0.0,0.0,3668,,keep,directional_classification,fold_002
volume_shock_10,0.0,0.0,3662,,keep,directional_classification,fold_002
rolling_volatility_10,0.0,0.0,3592,,keep,directional_classification,fold_002
value_ratio_10,0.0,0.0,3664,,keep,directional_classification,fold_002
close_std_20,0.0,0.0,3690,,keep,directional_classification,fold_002
volume_ma_20,0.0,0.0,3722,,keep,directional_classification,fold_002
rolling_volatility_20,0.0,0.0,3630,,keep,directional_classification,fold_002
rolling_volatility_60,0.0,0.0,3640,,keep,directional_classification,fold_002
market_return_20d,0.0,0.0,473,,keep,directional_classification,fold_002
market_return_60d,0.0,0.0,473,,keep,directional_classification,fold_002
relative_strength_market_20,0.0,0.0,3747,,keep,directional_classification,fold_002
relative_strength_market_60,0.0,0.0,3749,,keep,directional_classification,fold_002
rolling_beta_market_20,0.0,0.0,3750,,keep,directional_classification,fold_002
rolling_beta_market_60,0.0,0.0,3750,,keep,directional_classification,fold_002
rolling_corr_market_20,0.0,0.0,3750,,keep,directional_classification,fold_002
rolling_corr_market_60,0.0,0.0,3750,,keep,directional_classification,fold_002
sector_return_20d,0.0,0.0,2191,,keep,directional_classification,fold_002
sector_return_60d,0.0,0.0,2191,,keep,directional_classification,fold_002
relative_strength_sector_20,0.0,0.0,3750,,keep,directional_classification,fold_002
relative_strength_sector_60,0.0,0.0,3750,,keep,directional_classification,fold_002
rolling_beta_sector_20,0.0,0.0,3750,,keep,directional_classification,fold_002
rolling_beta_sector_60,0.0,0.0,3750,,keep,directional_classification,fold_002
rolling_corr_sector_20,0.0,0.0,3750,,keep,directional_classification,fold_002
rolling_corr_sector_60,0.0,0.0,3750,,keep,directional_classification,fold_002
sector_relative_zscore_20,0.0,0.0,3750,,keep,directional_classification,fold_002
sector_dispersion_zscore_20,0.0,0.0,2289,,keep,directional_classification,fold_002
breadth_thrust_5,0.0,0.0,755,,keep,directional_classification,fold_002
breadth_thrust_10,0.0,0.0,607,,keep,directional_classification,fold_002
breadth_momentum_5,0.0,0.0,471,,keep,directional_classification,fold_002
advance_decline_ratio_5,0.0,0.0,473,,keep,directional_classification,fold_002
new_high_low_ratio,0.0,0.0,450,,keep,directional_classification,fold_002
new_high_low_spread_5,0.0,0.0,473,,keep,directional_classification,fold_002
up_down_volume_ratio_5,0.0,0.0,473,,keep,directional_classification,fold_002
up_down_volume_spread,0.0,0.0,473,,keep,directional_classification,fold_002
market_regime_code,0.0,0.0,3,,keep,directional_classification,fold_002
trend_regime_strength,0.0,0.0,3750,,keep,directional_classification,fold_002
trend_regime_code,0.0,0.0,3,,keep,directional_classification,fold_002
volatility_regime_code,0.0,0.0,3,,keep,directional_classification,fold_002
market_regime_persistence_days,0.0,0.0,64,,keep,directional_classification,fold_002
market_regime_transition_flag,0.0,0.0,2,,keep,directional_classification,fold_002
volatility_regime_persistence_days,0.0,0.0,121,,keep,directional_classification,fold_002
volatility_regime_transition_flag,0.0,0.0,2,,keep,directional_classification,fold_002
trend_regime_persistence_days,0.0,0.0,190,,keep,directional_classification,fold_002
trend_regime_transition_flag,0.0,0.0,2,,keep,directional_classification,fold_002
abnormal_gap_sigma_20,0.0,0.0,2553,,keep,directional_classification,fold_002
abnormal_gap_flag,0.0,0.0,2,,keep,directional_classification,fold_002
potential_price_event_flag,0.0,0.0,1,near_constant,demote,directional_classification,fold_002
potential_corporate_action_flag,0.0,0.0,1,near_constant,demote,directional_classification,fold_002
recent_price_event_risk_5d,0.0,0.0,1,near_constant,demote,directional_classification,fold_002
recent_corporate_action_risk_20d,0.0,0.0,1,near_constant,demote,directional_classification,fold_002
m_ret,0.0,0.0,514,,keep,directional_classification,fold_003
m_ret_5d,0.0,0.0,758,,keep,directional_classification,fold_003
m_ret_20d,0.0,0.0,514,,keep,directional_classification,fold_003
rel_to_market,0.0,0.0,3909,,keep,directional_classification,fold_003
s_ret,0.0,0.0,2454,,keep,directional_classification,fold_003
sector_dispersion,0.0,0.0,2454,,keep,directional_classification,fold_003
sector_member_count,0.0,0.0,10,,keep,directional_classification,fold_003
s_ret_5d,0.0,0.0,2454,,keep,directional_classification,fold_003
rel_to_sector,0.0,0.0,4139,,keep,directional_classification,fold_003
advancers,0.0,0.0,332,,keep,directional_classification,fold_003
decliners,0.0,0.0,323,,keep,directional_classification,fold_003
unchanged,0.0,0.0,254,,keep,directional_classification,fold_003
net_advancers,0.0,0.0,408,,keep,directional_classification,fold_003
advance_decline_ratio,0.0,0.0,512,,keep,directional_classification,fold_003
market_breadth,0.0,0.0,512,,keep,directional_classification,fold_003
breadth_member_count,0.0,0.0,41,,keep,directional_classification,fold_003
advancing_share,0.0,0.0,502,,keep,directional_classification,fold_003
declining_share,0.0,0.0,505,,keep,directional_classification,fold_003
pct_above_ma20,0.0,0.0,502,,keep,directional_classification,fold_003
pct_above_ma50,0.0,0.0,503,,keep,directional_classification,fold_003
new_highs_252,0.0,0.0,137,,keep,directional_classification,fold_003
new_lows_252,0.0,0.0,119,,keep,directional_classification,fold_003
new_high_low_spread,0.0,0.0,469,,keep,directional_classification,fold_003
up_volume,0.0,0.0,514,,keep,directional_classification,fold_003
down_volume,0.0,0.0,514,,keep,directional_classification,fold_003
up_down_volume_ratio,0.0,0.0,514,,keep,directional_classification,fold_003
log_return,0.0,0.0,3135,,keep,directional_classification,fold_003
range_5,0.0,0.0,3758,,keep,directional_classification,fold_003
range_20,0.0,0.0,3546,,keep,directional_classification,fold_003
roc_60,0.0,0.0,3823,,keep,directional_classification,fold_003
momentum_5,0.0,0.0,1202,,keep,directional_classification,fold_003
momentum_10,0.0,0.0,1437,,keep,directional_classification,fold_003
momentum_20,0.0,0.0,1722,,keep,directional_classification,fold_003
dist_ma_5,0.0,0.0,4015,,keep,directional_classification,fold_003
rolling_min_5,0.0,0.0,1025,,keep,directional_classification,fold_003
rolling_max_5,0.0,0.0,1118,,keep,directional_classification,fold_003
dist_ma_20,0.0,0.0,4164,,keep,directional_classification,fold_003
rolling_min_20,0.0,0.0,659,,keep,directional_classification,fold_003
rolling_max_20,0.0,0.0,743,,keep,directional_classification,fold_003
dist_ma_60,0.0,0.0,4170,,keep,directional_classification,fold_003
rolling_min_60,0.0,0.0,459,,keep,directional_classification,fold_003
rolling_max_60,0.0,0.0,541,,keep,directional_classification,fold_003
sma_20,0.0,0.0,3883,,keep,directional_classification,fold_003
sma_50,0.0,0.0,4057,,keep,directional_classification,fold_003
sma_200,0.0,0.0,4159,,keep,directional_classification,fold_003
ema_12,0.0,0.0,4185,,keep,directional_classification,fold_003
ema_20,0.0,0.0,4185,,keep,directional_classification,fold_003
ema_50,0.0,0.0,4185,,keep,directional_classification,fold_003
close_to_sma_200,0.0,0.0,4184,,keep,directional_classification,fold_003
turnover,0.0,0.0,4067,,keep,directional_classification,fold_003
vroc_5,0.018399044205495818,0.020348837209302327,3940,,keep,directional_classification,fold_003
volume_std_5,0.0,0.0,4170,,keep,directional_classification,fold_003
volume_min_5,0.0,0.0,1283,,keep,directional_classification,fold_003
volume_max_5,0.0,0.0,1434,,keep,directional_classification,fold_003
turnover_ma_5,0.0,0.0,4181,,keep,directional_classification,fold_003
turnover_ratio_5,0.0,0.0,4100,,keep,directional_classification,fold_003
vroc_20,0.019115890083632018,0.01744186046511628,3941,,keep,directional_classification,fold_003
volume_std_20,0.0,0.0,4173,,keep,directional_classification,fold_003
volume_min_20,0.0,0.0,451,,keep,directional_classification,fold_003
volume_max_20,0.0,0.0,567,,keep,directional_classification,fold_003
turnover_ma_20,0.0,0.0,4185,,keep,directional_classification,fold_003
turnover_ratio_20,0.0,0.0,4100,,keep,directional_classification,fold_003
vroc_60,0.022700119474313024,0.0188953488372093,3929,,keep,directional_classification,fold_003
volume_std_60,0.0,0.0,4181,,keep,directional_classification,fold_003
volume_min_60,0.0,0.0,186,,keep,directional_classification,fold_003
volume_max_60,0.0,0.0,231,,keep,directional_classification,fold_003
turnover_ma_60,0.0,0.0,4185,,keep,directional_classification,fold_003
turnover_ratio_60,0.0,0.0,4100,,keep,directional_classification,fold_003
volume_spike_zscore_20,0.0,0.0,4184,,keep,directional_classification,fold_003
amihud_20,0.0,0.0,4056,,keep,directional_classification,fold_003
rsi_14,0.0,0.0,4185,,keep,directional_classification,fold_003
macd_line,0.0,0.0,4185,,keep,directional_classification,fold_003
macd_signal,0.0,0.0,4185,,keep,directional_classification,fold_003
macd_hist,0.0,0.0,4185,,keep,directional_classification,fold_003
bb_upper,0.0,0.0,4123,,keep,directional_classification,fold_003
bb_lower,0.0,0.0,4124,,keep,directional_classification,fold_003
bb_width,0.0,0.0,4167,,keep,directional_classification,fold_003
bb_percent_b,0.0,0.0,4172,,keep,directional_classification,fold_003
stoch_k_14,0.0,0.0,4040,,keep,directional_classification,fold_003
stoch_d_14,0.0,0.0,4147,,keep,directional_classification,fold_003
adx_14,0.0,0.0,4185,,keep,directional_classification,fold_003
close_lag_1,0.0,0.0,1488,,keep,directional_classification,fold_003
close_lag_2,0.0,0.0,1491,,keep,directional_classification,fold_003
close_lag_3,0.0,0.0,1484,,keep,directional_classification,fold_003
close_lag_5,0.0,0.0,1493,,keep,directional_classification,fold_003
volume_lag_1,0.0,0.0,3547,,keep,directional_classification,fold_003
volume_lag_2,0.0,0.0,3528,,keep,directional_classification,fold_003
volume_lag_3,0.0,0.0,3531,,keep,directional_classification,fold_003
volume_lag_5,0.0,0.0,3541,,keep,directional_classification,fold_003
pct_return_lag_1,0.0,0.0,3134,,keep,directional_classification,fold_003
pct_return_lag_2,0.0,0.0,3116,,keep,directional_classification,fold_003
pct_return_lag_3,0.0,0.0,3117,,keep,directional_classification,fold_003
pct_return_lag_5,0.0,0.0,3147,,keep,directional_classification,fold_003
log_return_lag_1,0.0,0.0,3134,,keep,directional_classification,fold_003
log_return_lag_2,0.0,0.0,3116,,keep,directional_classification,fold_003
log_return_lag_3,0.0,0.0,3117,,keep,directional_classification,fold_003
log_return_lag_5,0.0,0.0,3147,,keep,directional_classification,fold_003
rsi_14_lag_1,0.0,0.0,4185,,keep,directional_classification,fold_003
rsi_14_lag_2,0.0,0.0,4185,,keep,directional_classification,fold_003
rsi_14_lag_3,0.0,0.0,4185,,keep,directional_classification,fold_003
rsi_14_lag_5,0.0,0.0,4185,,keep,directional_classification,fold_003
volume_ratio_5,0.0,0.0,4094,,keep,directional_classification,fold_003
volume_ratio_20,0.0,0.0,4098,,keep,directional_classification,fold_003
volume_ratio_60,0.0,0.0,4099,,keep,directional_classification,fold_003
close_to_close_return_1d,0.0,0.0,3135,,keep,directional_classification,fold_003
close_return_2d,0.0,0.0,3369,,keep,directional_classification,fold_003
close_return_3d,0.0,0.0,3443,,keep,directional_classification,fold_003
close_return_5d,0.0,0.0,3525,,keep,directional_classification,fold_003
close_return_10d,0.0,0.0,3618,,keep,directional_classification,fold_003
close_return_20d,0.0,0.0,3743,,keep,directional_classification,fold_003
open_to_close_return_1d,0.0,0.0,3269,,keep,directional_classification,fold_003
open_close_spread,0.0,0.0,736,,keep,directional_classification,fold_003
open_close_spread_pct,0.0,0.0,3269,,keep,directional_classification,fold_003
overnight_return_1d,0.0,0.0,2649,,keep,directional_classification,fold_003
high_low_range,0.0,0.0,612,,keep,directional_classification,fold_003
high_low_range_pct,0.0,0.0,3414,,keep,directional_classification,fold_003
true_range,0.0,0.0,617,,keep,directional_classification,fold_003
atr_14,0.0,0.0,3250,,keep,directional_classification,fold_003
atr_proxy_5,0.0,0.0,2291,,keep,directional_classification,fold_003
atr_proxy_10,0.0,0.0,3027,,keep,directional_classification,fold_003
close_mean_5,0.0,0.0,3354,,keep,directional_classification,fold_003
close_std_5,0.0,0.0,3948,,keep,directional_classification,fold_003
volume_ma_5,0.0,0.0,4024,,keep,directional_classification,fold_003
rolling_volatility_5,0.0,0.0,4011,,keep,directional_classification,fold_003
close_mean_10,0.0,0.0,3678,,keep,directional_classification,fold_003
close_std_10,0.0,0.0,4053,,keep,directional_classification,fold_003
volume_ma_10,0.0,0.0,4107,,keep,directional_classification,fold_003
volume_shock_10,0.0,0.0,4099,,keep,directional_classification,fold_003
rolling_volatility_10,0.0,0.0,4018,,keep,directional_classification,fold_003
value_ratio_10,0.0,0.0,4100,,keep,directional_classification,fold_003
close_std_20,0.0,0.0,4111,,keep,directional_classification,fold_003
volume_ma_20,0.0,0.0,4158,,keep,directional_classification,fold_003
rolling_volatility_20,0.0,0.0,4052,,keep,directional_classification,fold_003
rolling_volatility_60,0.0,0.0,4057,,keep,directional_classification,fold_003
market_return_20d,0.0,0.0,514,,keep,directional_classification,fold_003
market_return_60d,0.0,0.0,514,,keep,directional_classification,fold_003
relative_strength_market_20,0.0,0.0,4180,,keep,directional_classification,fold_003
relative_strength_market_60,0.0,0.0,4182,,keep,directional_classification,fold_003
rolling_beta_market_20,0.0,0.0,4185,,keep,directional_classification,fold_003
rolling_beta_market_60,0.0,0.0,4185,,keep,directional_classification,fold_003
rolling_corr_market_20,0.0,0.0,4185,,keep,directional_classification,fold_003
rolling_corr_market_60,0.0,0.0,4185,,keep,directional_classification,fold_003
sector_return_20d,0.0,0.0,2454,,keep,directional_classification,fold_003
sector_return_60d,0.0,0.0,2454,,keep,directional_classification,fold_003
relative_strength_sector_20,0.0,0.0,4185,,keep,directional_classification,fold_003
relative_strength_sector_60,0.0,0.0,4185,,keep,directional_classification,fold_003
rolling_beta_sector_20,0.0,0.0,4185,,keep,directional_classification,fold_003
rolling_beta_sector_60,0.0,0.0,4185,,keep,directional_classification,fold_003
rolling_corr_sector_20,0.0,0.0,4185,,keep,directional_classification,fold_003
rolling_corr_sector_60,0.0,0.0,4185,,keep,directional_classification,fold_003
sector_relative_zscore_20,0.0,0.0,4185,,keep,directional_classification,fold_003
sector_dispersion_zscore_20,0.0,0.0,2554,,keep,directional_classification,fold_003
breadth_thrust_5,0.0,0.0,835,,keep,directional_classification,fold_003
breadth_thrust_10,0.0,0.0,655,,keep,directional_classification,fold_003
breadth_momentum_5,0.0,0.0,512,,keep,directional_classification,fold_003
advance_decline_ratio_5,0.0,0.0,514,,keep,directional_classification,fold_003
new_high_low_ratio,0.0,0.0,485,,keep,directional_classification,fold_003
new_high_low_spread_5,0.0,0.0,514,,keep,directional_classification,fold_003
up_down_volume_ratio_5,0.0,0.0,514,,keep,directional_classification,fold_003
up_down_volume_spread,0.0,0.0,514,,keep,directional_classification,fold_003
market_regime_code,0.0,0.0,3,,keep,directional_classification,fold_003
trend_regime_strength,0.0,0.0,4185,,keep,directional_classification,fold_003
trend_regime_code,0.0,0.0,3,,keep,directional_classification,fold_003
volatility_regime_code,0.0,0.0,3,,keep,directional_classification,fold_003
market_regime_persistence_days,0.0,0.0,64,,keep,directional_classification,fold_003
market_regime_transition_flag,0.0,0.0,2,,keep,directional_classification,fold_003
volatility_regime_persistence_days,0.0,0.0,124,,keep,directional_classification,fold_003
volatility_regime_transition_flag,0.0,0.0,2,,keep,directional_classification,fold_003
trend_regime_persistence_days,0.0,0.0,190,,keep,directional_classification,fold_003
trend_regime_transition_flag,0.0,0.0,2,,keep,directional_classification,fold_003
abnormal_gap_sigma_20,0.0,0.0,2833,,keep,directional_classification,fold_003
abnormal_gap_flag,0.0,0.0,2,,keep,directional_classification,fold_003
potential_price_event_flag,0.0,0.0,1,near_constant,demote,directional_classification,fold_003
potential_corporate_action_flag,0.0,0.0,1,near_constant,demote,directional_classification,fold_003
recent_price_event_risk_5d,0.0,0.0,1,near_constant,demote,directional_classification,fold_003
recent_corporate_action_risk_20d,0.0,0.0,1,near_constant,demote,directional_classification,fold_003
m_ret,0.0,0.0,441,,keep,regime_detection,fold_001
m_ret_5d,0.0,0.0,683,,keep,regime_detection,fold_001
m_ret_20d,0.0,0.0,441,,keep,regime_detection,fold_001
rel_to_market,0.0,0.0,3128,,keep,regime_detection,fold_001
s_ret,0.0,0.0,1969,,keep,regime_detection,fold_001
sector_dispersion,0.0,0.0,1969,,keep,regime_detection,fold_001
sector_member_count,0.0,0.0,10,,keep,regime_detection,fold_001
s_ret_5d,0.0,0.0,1969,,keep,regime_detection,fold_001
rel_to_sector,0.0,0.0,3320,,keep,regime_detection,fold_001
advancers,0.0,0.0,304,,keep,regime_detection,fold_001
decliners,0.0,0.0,300,,keep,regime_detection,fold_001
unchanged,0.0,0.0,247,,keep,regime_detection,fold_001
net_advancers,0.0,0.0,359,,keep,regime_detection,fold_001
advance_decline_ratio,0.0,0.0,438,,keep,regime_detection,fold_001
market_breadth,0.0,0.0,438,,keep,regime_detection,fold_001
breadth_member_count,0.0,0.0,52,,keep,regime_detection,fold_001
advancing_share,0.0,0.0,431,,keep,regime_detection,fold_001
declining_share,0.0,0.0,436,,keep,regime_detection,fold_001
pct_above_ma20,0.0,0.0,435,,keep,regime_detection,fold_001
pct_above_ma50,0.0,0.0,432,,keep,regime_detection,fold_001
new_highs_252,0.0,0.0,156,,keep,regime_detection,fold_001
new_lows_252,0.0,0.0,119,,keep,regime_detection,fold_001
new_high_low_spread,0.0,0.0,412,,keep,regime_detection,fold_001
up_volume,0.0,0.0,441,,keep,regime_detection,fold_001
down_volume,0.0,0.0,441,,keep,regime_detection,fold_001
up_down_volume_ratio,0.0,0.0,441,,keep,regime_detection,fold_001
market_return_20d,0.0,0.0,441,,keep,regime_detection,fold_001
market_return_60d,0.0,0.0,441,,keep,regime_detection,fold_001
rolling_beta_market_20,0.0,0.0,3358,,keep,regime_detection,fold_001
rolling_beta_market_60,0.0,0.0,3358,,keep,regime_detection,fold_001
rolling_corr_market_20,0.0,0.0,3358,,keep,regime_detection,fold_001
rolling_corr_market_60,0.0,0.0,3358,,keep,regime_detection,fold_001
sector_return_20d,0.0,0.0,1969,,keep,regime_detection,fold_001
sector_return_60d,0.0,0.0,1969,,keep,regime_detection,fold_001
rolling_beta_sector_20,0.0,0.0,3358,,keep,regime_detection,fold_001
rolling_beta_sector_60,0.0,0.0,3358,,keep,regime_detection,fold_001
rolling_corr_sector_20,0.0,0.0,3358,,keep,regime_detection,fold_001
rolling_corr_sector_60,0.0,0.0,3358,,keep,regime_detection,fold_001
sector_relative_zscore_20,0.0,0.0,3358,,keep,regime_detection,fold_001
sector_dispersion_zscore_20,0.0,0.0,2067,,keep,regime_detection,fold_001
breadth_thrust_5,0.0,0.0,681,,keep,regime_detection,fold_001
breadth_thrust_10,0.0,0.0,562,,keep,regime_detection,fold_001
breadth_momentum_5,0.0,0.0,440,,keep,regime_detection,fold_001
advance_decline_ratio_5,0.0,0.0,441,,keep,regime_detection,fold_001
new_high_low_ratio,0.0,0.0,426,,keep,regime_detection,fold_001
new_high_low_spread_5,0.0,0.0,441,,keep,regime_detection,fold_001
up_down_volume_ratio_5,0.0,0.0,441,,keep,regime_detection,fold_001
up_down_volume_spread,0.0,0.0,441,,keep,regime_detection,fold_001
m_ret,0.0,0.0,473,,keep,regime_detection,fold_002
m_ret_5d,0.0,0.0,717,,keep,regime_detection,fold_002
m_ret_20d,0.0,0.0,473,,keep,regime_detection,fold_002
rel_to_market,0.0,0.0,3493,,keep,regime_detection,fold_002
s_ret,0.0,0.0,2191,,keep,regime_detection,fold_002
sector_dispersion,0.0,0.0,2191,,keep,regime_detection,fold_002
sector_member_count,0.0,0.0,10,,keep,regime_detection,fold_002
s_ret_5d,0.0,0.0,2191,,keep,regime_detection,fold_002
rel_to_sector,0.0,0.0,3707,,keep,regime_detection,fold_002
advancers,0.0,0.0,313,,keep,regime_detection,fold_002
decliners,0.0,0.0,313,,keep,regime_detection,fold_002
unchanged,0.0,0.0,256,,keep,regime_detection,fold_002
net_advancers,0.0,0.0,379,,keep,regime_detection,fold_002
advance_decline_ratio,0.0,0.0,471,,keep,regime_detection,fold_002
market_breadth,0.0,0.0,471,,keep,regime_detection,fold_002
breadth_member_count,0.0,0.0,43,,keep,regime_detection,fold_002
advancing_share,0.0,0.0,462,,keep,regime_detection,fold_002
declining_share,0.0,0.0,467,,keep,regime_detection,fold_002
pct_above_ma20,0.0,0.0,465,,keep,regime_detection,fold_002
pct_above_ma50,0.0,0.0,464,,keep,regime_detection,fold_002
new_highs_252,0.0,0.0,143,,keep,regime_detection,fold_002
new_lows_252,0.0,0.0,119,,keep,regime_detection,fold_002
new_high_low_spread,0.0,0.0,439,,keep,regime_detection,fold_002
up_volume,0.0,0.0,473,,keep,regime_detection,fold_002
down_volume,0.0,0.0,473,,keep,regime_detection,fold_002
up_down_volume_ratio,0.0,0.0,473,,keep,regime_detection,fold_002
market_return_20d,0.0,0.0,473,,keep,regime_detection,fold_002
market_return_60d,0.0,0.0,473,,keep,regime_detection,fold_002
rolling_beta_market_20,0.0,0.0,3750,,keep,regime_detection,fold_002
rolling_beta_market_60,0.0,0.0,3750,,keep,regime_detection,fold_002
rolling_corr_market_20,0.0,0.0,3750,,keep,regime_detection,fold_002
rolling_corr_market_60,0.0,0.0,3750,,keep,regime_detection,fold_002
sector_return_20d,0.0,0.0,2191,,keep,regime_detection,fold_002
sector_return_60d,0.0,0.0,2191,,keep,regime_detection,fold_002
rolling_beta_sector_20,0.0,0.0,3750,,keep,regime_detection,fold_002
rolling_beta_sector_60,0.0,0.0,3750,,keep,regime_detection,fold_002
rolling_corr_sector_20,0.0,0.0,3750,,keep,regime_detection,fold_002
rolling_corr_sector_60,0.0,0.0,3750,,keep,regime_detection,fold_002
sector_relative_zscore_20,0.0,0.0,3750,,keep,regime_detection,fold_002
sector_dispersion_zscore_20,0.0,0.0,2289,,keep,regime_detection,fold_002
breadth_thrust_5,0.0,0.0,755,,keep,regime_detection,fold_002
breadth_thrust_10,0.0,0.0,607,,keep,regime_detection,fold_002
breadth_momentum_5,0.0,0.0,471,,keep,regime_detection,fold_002
advance_decline_ratio_5,0.0,0.0,473,,keep,regime_detection,fold_002
new_high_low_ratio,0.0,0.0,450,,keep,regime_detection,fold_002
new_high_low_spread_5,0.0,0.0,473,,keep,regime_detection,fold_002
up_down_volume_ratio_5,0.0,0.0,473,,keep,regime_detection,fold_002
up_down_volume_spread,0.0,0.0,473,,keep,regime_detection,fold_002
m_ret,0.0,0.0,514,,keep,regime_detection,fold_003
m_ret_5d,0.0,0.0,758,,keep,regime_detection,fold_003
m_ret_20d,0.0,0.0,514,,keep,regime_detection,fold_003
rel_to_market,0.0,0.0,3909,,keep,regime_detection,fold_003
s_ret,0.0,0.0,2454,,keep,regime_detection,fold_003
sector_dispersion,0.0,0.0,2454,,keep,regime_detection,fold_003
sector_member_count,0.0,0.0,10,,keep,regime_detection,fold_003
s_ret_5d,0.0,0.0,2454,,keep,regime_detection,fold_003
rel_to_sector,0.0,0.0,4139,,keep,regime_detection,fold_003
advancers,0.0,0.0,332,,keep,regime_detection,fold_003
decliners,0.0,0.0,323,,keep,regime_detection,fold_003
unchanged,0.0,0.0,254,,keep,regime_detection,fold_003
net_advancers,0.0,0.0,408,,keep,regime_detection,fold_003
advance_decline_ratio,0.0,0.0,512,,keep,regime_detection,fold_003
market_breadth,0.0,0.0,512,,keep,regime_detection,fold_003
breadth_member_count,0.0,0.0,41,,keep,regime_detection,fold_003
advancing_share,0.0,0.0,502,,keep,regime_detection,fold_003
declining_share,0.0,0.0,505,,keep,regime_detection,fold_003
pct_above_ma20,0.0,0.0,502,,keep,regime_detection,fold_003
pct_above_ma50,0.0,0.0,503,,keep,regime_detection,fold_003
new_highs_252,0.0,0.0,137,,keep,regime_detection,fold_003
new_lows_252,0.0,0.0,119,,keep,regime_detection,fold_003
new_high_low_spread,0.0,0.0,469,,keep,regime_detection,fold_003
up_volume,0.0,0.0,514,,keep,regime_detection,fold_003
down_volume,0.0,0.0,514,,keep,regime_detection,fold_003
up_down_volume_ratio,0.0,0.0,514,,keep,regime_detection,fold_003
market_return_20d,0.0,0.0,514,,keep,regime_detection,fold_003
market_return_60d,0.0,0.0,514,,keep,regime_detection,fold_003
rolling_beta_market_20,0.0,0.0,4185,,keep,regime_detection,fold_003
rolling_beta_market_60,0.0,0.0,4185,,keep,regime_detection,fold_003
rolling_corr_market_20,0.0,0.0,4185,,keep,regime_detection,fold_003
rolling_corr_market_60,0.0,0.0,4185,,keep,regime_detection,fold_003
sector_return_20d,0.0,0.0,2454,,keep,regime_detection,fold_003
sector_return_60d,0.0,0.0,2454,,keep,regime_detection,fold_003
rolling_beta_sector_20,0.0,0.0,4185,,keep,regime_detection,fold_003
rolling_beta_sector_60,0.0,0.0,4185,,keep,regime_detection,fold_003
rolling_corr_sector_20,0.0,0.0,4185,,keep,regime_detection,fold_003
rolling_corr_sector_60,0.0,0.0,4185,,keep,regime_detection,fold_003
sector_relative_zscore_20,0.0,0.0,4185,,keep,regime_detection,fold_003
