date,target_date,ticker,model_name,prediction_date,horizon,horizon_days,current_close,target_close,actual_return,predicted_return,naive_predicted_return,absolute_error,absolute_error_naive,pct_error,pct_error_naive,predicted_direction,predicted_direction_naive,actual_direction,momentum_predicted_return,absolute_error_momentum,pct_error_momentum,predicted_direction_momentum
2026-04-03,2026-04-03,DGC,xgboost,2026-03-06,20d,20,73.1,56.5,-0.22708618331053343,-0.18665726482868195,0.0,0.040428918481851484,0.22708618331053343,17.803336994116535,100.0,-1,0,-1,0.06559766763848396,0.2926838509490174,128.88668376128422,1
2026-04-06,2026-04-06,DGC,xgboost,2026-03-09,20d,20,71.0,53.0,-0.2535211267605634,-0.1733366698026657,0.0,0.08018445695789767,0.2535211267605634,31.628313577837414,100.0,-1,0,-1,0.054977711738484425,0.3084988384990478,121.6856529635133,1
2026-04-07,2026-04-07,DGC,xgboost,2026-03-10,20d,20,75.9,54.2,-0.2859025032938076,-0.1635098159313202,0.0,0.12239268736248743,0.2859025032938076,42.809239496833165,100.0,-1,0,-1,0.11782032400589104,0.40372282729969866,141.20996586196836,1
2026-04-08,2026-04-08,DGC,xgboost,2026-03-11,20d,20,77.7,55.7,-0.28314028314028317,-0.03835028409957886,0.0,0.2447899990407043,0.28314028314028317,86.45537693392147,100.0,-1,0,-1,0.13100436681222716,0.4141446499525103,146.26836046050022,1
2026-04-09,2026-04-09,DGC,xgboost,2026-03-12,20d,20,80.9,53.1,-0.3436341161928307,0.021683363243937492,0.0,0.3653174794367682,0.3436341161928307,106.31001469940482,100.0,1,0,-1,0.1949778434268834,0.5386119596197141,156.7399551555211,1
2026-04-10,2026-04-10,DGC,xgboost,2026-03-13,20d,20,77.4,54.0,-0.30232558139534893,-0.10038017481565475,0.0,0.20194540657969418,0.30232558139534893,66.79732679174496,100.0,-1,0,-1,0.18529862174578882,0.48762420314113775,161.2910825774532,1
2026-01-05,2026-01-05,HPG,cart,2025-12-04,20d,20,27.3,25.95,-0.0494505494505495,0.008074411403776002,0.0,0.0575249608543255,0.0494505494505495,116.32825417208035,100.0,1,0,-1,0.04597701149425282,0.09542756094480231,192.9757343550445,1
2026-01-06,2026-01-06,HPG,cart,2025-12-05,20d,20,27.0,25.95,-0.03888888888888886,-0.0526843193312461,0.0,0.013795430442357239,0.03888888888888886,35.473963994632925,100.0,-1,0,-1,0.03646833013435691,0.07535721902324577,193.77570605977496,1
2026-01-07,2026-01-07,HPG,cart,2025-12-08,20d,20,26.75,26.6,-0.005607476635513975,-0.0526843193312461,0.0,0.047076842695732125,0.005607476635513975,839.5370280738961,100.0,-1,0,-1,0.011342155009451904,0.01694963164496588,302.2684310018939,1
2026-01-08,2026-01-08,HPG,cart,2025-12-09,20d,20,26.4,26.4,0.0,-0.0526843193312461,0.0,0.0526843193312461,0.0,,,-1,0,0,-0.007518796992481258,0.007518796992481258,,-1
2026-01-09,2026-01-09,HPG,cart,2025-12-10,20d,20,26.65,26.2,-0.016885553470919246,-0.0526843193312461,0.0,0.035798765860326855,0.016885553470919246,212.0082467061589,100.0,-1,0,-1,-0.012962962962963065,0.003922590507956181,23.230452674896156,-1
2026-01-12,2026-01-12,HPG,cart,2025-12-11,20d,20,26.55,27.5,0.03578154425612046,-0.0526843193312461,0.0,0.08846586358736655,0.03578154425612046,247.2388082362723,100.0,-1,0,1,0.0,0.03578154425612046,100.0,0
2026-01-13,2026-01-13,HPG,cart,2025-12-12,20d,20,26.0,27.25,0.04807692307692313,-0.0526843193312461,0.0,0.10076124240816922,0.04807692307692313,209.58338420899176,100.0,-1,0,1,-0.03345724907063197,0.0815341721475551,169.59107806691443,-1
2026-01-14,2026-01-14,HPG,cart,2025-12-15,20d,20,26.25,27.25,0.03809523809523818,-0.0526843193312461,0.0,0.09077955742648428,0.03809523809523818,238.29633824452068,100.0,-1,0,1,-0.038461538461538436,0.07655677655677662,200.96153846153814,-1
2026-01-15,2026-01-15,HPG,cart,2025-12-16,20d,20,26.7,27.6,0.03370786516853941,-0.0526843193312461,0.0,0.0863921844997855,0.03370786516853941,256.29681401602966,100.0,-1,0,1,-0.029090909090909167,0.06279877425944858,186.3030303030303,-1
2026-01-16,2026-01-16,HPG,cart,2025-12-17,20d,20,26.4,27.6,0.045454545454545636,-0.0526843193312461,0.0,0.09813886478579173,0.045454545454545636,215.90550252874095,100.0,-1,0,1,-0.0434782608695653,0.08893280632411094,195.65217391304327,-1
2026-01-19,2026-01-19,HPG,cart,2025-12-18,20d,20,26.4,27.7,0.04924242424242431,-0.0526843193312461,0.0,0.1019267435736704,0.04924242424242431,206.989694641915,100.0,-1,0,1,-0.031192660550458773,0.08043508479288308,163.3450952717008,-1
2026-01-20,2026-01-20,HPG,cart,2025-12-19,20d,20,26.7,27.25,0.020599250936329527,-0.0526843193312461,0.0,0.07328357026757562,0.020599250936329527,355.7584229353227,100.0,-1,0,1,-0.025547445255474477,0.046146696191804004,224.0212342402128,-1
2026-01-21,2026-01-21,HPG,cart,2025-12-22,20d,20,26.9,26.8,-0.0037174721189590088,-0.0526843193312461,0.0,0.04896684721228709,0.0037174721189590088,1317.2081900105577,100.0,-1,0,-1,-0.0073800738007381295,0.0036626016817791207,98.52398523986096,-1
2026-01-22,2026-01-22,HPG,cart,2025-12-23,20d,20,26.75,26.85,0.0037383177570093906,-0.0526843193312461,0.0,0.05642263708825549,0.0037383177570093906,1509.3055421108163,100.0,-1,0,1,-0.005576208178438624,0.009314525935448015,249.16356877323142,-1
2026-01-23,2026-01-23,HPG,cart,2025-12-24,20d,20,26.55,26.75,0.007532956685499137,-0.0526843193312461,0.0,0.06021727601674524,0.007532956685499137,799.3843391222847,100.0,-1,0,1,-0.02029520295202958,0.027828159637528715,369.41881918818984,-1
2026-01-26,2026-01-26,HPG,cart,2025-12-25,20d,20,26.25,26.3,0.0019047619047618536,-0.0526843193312461,0.0,0.054589081236007954,0.0019047619047618536,2865.9267648904947,100.0,-1,0,1,-0.024163568773234112,0.026068330677995966,1368.587360594825,-1
2026-01-27,2026-01-27,HPG,cart,2025-12-26,20d,20,26.9,26.45,-0.016728624535315983,-0.0526843193312461,0.0,0.03595569479593012,0.016728624535315983,214.93515333567115,100.0,-1,0,-1,0.013182674199623268,0.02991129873493925,178.80309688219242,1
2026-01-28,2026-01-28,HPG,cart,2025-12-29,20d,20,26.7,26.7,0.0,-0.0526843193312461,0.0,0.0526843193312461,0.0,,,-1,0,0,0.007547169811320753,0.007547169811320753,,1
2026-01-29,2026-01-29,HPG,cart,2025-12-30,20d,20,26.5,27.1,0.02264150943396226,-0.0526843193312461,0.0,0.07532582876520835,0.02264150943396226,332.689077046337,100.0,-1,0,1,0.0,0.02264150943396226,100.0,0
2026-01-30,2026-01-30,HPG,cart,2025-12-31,20d,20,26.4,26.8,0.015151515151515138,-0.0526843193312461,0.0,0.06783583448276123,0.015151515151515138,447.71650758622457,100.0,-1,0,1,-0.014925373134328401,0.03007688828584354,198.50746268656755,-1
2026-02-02,2026-02-02,HPG,cart,2026-01-05,20d,20,25.95,26.55,0.023121387283236983,-0.0526843193312461,0.0,0.07580570661448308,0.023121387283236983,327.85968110763946,100.0,-1,0,1,-0.0494505494505495,0.07257193673378648,313.8736263736267,-1
2026-02-03,2026-02-03,HPG,cart,2026-01-06,20d,20,25.95,26.75,0.030828516377649384,-0.0526843193312461,0.0,0.08351283570889548,0.030828516377649384,270.8947608307292,100.0,-1,0,1,-0.03888888888888886,0.06971740526653825,226.145833333333,-1
2026-02-04,2026-02-04,HPG,cart,2026-01-07,20d,20,26.6,28.3,0.06390977443609014,-0.0526843193312461,0.0,0.11659409376733623,0.06390977443609014,182.43546436536164,100.0,-1,0,1,-0.005607476635513975,0.06951725107160411,108.77405167674542,-1
2026-02-05,2026-02-05,HPG,cart,2026-01-08,20d,20,26.4,27.55,0.04356060606060619,-0.0526843193312461,0.0,0.09624492539185228,0.04356060606060619,220.9448722039037,100.0,-1,0,1,0.0,0.04356060606060619,100.0,0
2026-02-06,2026-02-06,HPG,cart,2026-01-09,20d,20,26.2,26.8,0.022900763358778775,-0.0526843193312461,0.0,0.07558508269002487,0.022900763358778775,330.0548610797731,100.0,-1,0,1,-0.016885553470919246,0.03978631682969802,173.73358348968023,-1
2026-02-09,2026-02-09,HPG,cart,2026-01-12,20d,20,27.5,26.75,-0.027272727272727226,0.008074411403776002,0.0,0.03534713867650323,0.027272727272727226,129.6061751471787,100.0,1,0,-1,0.03578154425612046,0.06305427152884768,231.19899560577522,1
2026-02-10,2026-02-10,HPG,cart,2026-01-13,20d,20,27.25,26.55,-0.025688073394495414,0.008074411403776002,0.0,0.03376248479827142,0.025688073394495414,131.43253010755657,100.0,1,0,-1,0.04807692307692313,0.07376499647141854,287.15659340659363,1
2026-02-11,2026-02-11,HPG,cart,2026-01-14,20d,20,27.25,26.85,-0.014678899082568808,0.008074411403776002,0.0,0.02275331048634481,0.014678899082568808,155.006927688224,100.0,1,0,-1,0.03809523809523818,0.05277413717780699,359.5238095238101,1
2026-02-12,2026-02-12,HPG,cart,2026-01-15,20d,20,27.6,26.9,-0.025362318840579823,0.008074411403776002,0.0,0.033436730244355825,0.025362318840579823,131.83625067774526,100.0,1,0,-1,0.03370786516853941,0.05907018400911923,232.90529695024048,1
2026-02-13,2026-02-13,HPG,cart,2026-01-16,20d,20,27.6,26.85,-0.02717391304347827,0.008074411403776002,0.0,0.03524832444725427,0.02717391304347827,129.71383396589567,100.0,1,0,-1,0.045454545454545636,0.0726284584980239,267.2727272727279,1
2026-02-23,2026-02-23,HPG,cart,2026-01-19,20d,20,27.7,27.5,-0.0072202166064981865,0.008074411403776002,0.0,0.015294628010274189,0.0072202166064981865,211.83059794229777,100.0,1,0,-1,0.04924242424242431,0.056462640848922496,782.0075757575775,1
2026-02-24,2026-02-24,HPG,cart,2026-01-20,20d,20,27.25,28.3,0.038532110091743066,0.008074411403776002,0.0,0.030457698687967064,0.038532110091743066,79.04497992829559,100.0,1,0,1,0.020599250936329527,0.01793285915541354,46.540039236668534,1
2026-02-25,2026-02-25,HPG,cart,2026-01-21,20d,20,26.8,29.3,0.09328358208955234,-0.0526843193312461,0.0,0.14596790142079843,0.09328358208955234,156.47759032309574,100.0,-1,0,1,-0.0037174721189590088,0.09700105420851135,103.98513011152406,-1
2026-02-26,2026-02-26,HPG,cart,2026-01-22,20d,20,26.85,29.4,0.0949720670391061,-0.0526843193312461,0.0,0.1476563863703522,0.0949720670391061,155.47348917819443,100.0,-1,0,1,0.0037383177570093906,0.09123374928209671,96.06377130291364,1
2026-02-27,2026-02-27,HPG,cart,2026-01-23,20d,20,26.75,28.8,0.07663551401869162,-0.0526843193312461,0.0,0.1293198333499377,0.07663551401869162,168.74661181028452,100.0,-1,0,1,0.007532956685499137,0.06910255733319248,90.17041017867797,1
2026-03-02,2026-03-02,HPG,cart,2026-01-26,20d,20,26.3,28.5,0.08365019011406849,-0.0526843193312461,0.0,0.13633450944531458,0.08365019011406849,162.98170901871688,100.0,-1,0,1,0.0019047619047618536,0.08174542820930664,97.7229437229438,1
2026-03-03,2026-03-03,HPG,cart,2026-01-27,20d,20,26.45,27.7,0.047258979206049156,-0.0526843193312461,0.0,0.09994329853729525,0.047258979206049156,211.48001970491669,100.0,-1,0,1,-0.016728624535315983,0.06398760374136514,135.39776951672863,-1
2026-03-04,2026-03-04,HPG,cart,2026-01-28,20d,20,26.7,27.7,0.03745318352059934,-0.0526843193312461,0.0,0.09013750285184544,0.03745318352059934,240.66713261442675,100.0,-1,0,1,0.0,0.03745318352059934,100.0,0
2026-03-05,2026-03-05,HPG,cart,2026-01-29,20d,20,27.1,27.25,0.005535055350553542,0.008074411403776002,0.0,0.0025393560532224607,0.005535055350553542,45.87769936155216,100.0,1,0,1,0.02264150943396226,0.017106454083408718,309.05660377358214,1
2026-03-06,2026-03-06,HPG,cart,2026-01-30,20d,20,26.8,27.25,0.01679104477611948,-0.0526843193312461,0.0,0.06947536410736557,0.01679104477611948,413.76439068386424,100.0,-1,0,1,0.015151515151515138,0.0016395296246043412,9.764309764310255,1
2026-03-09,2026-03-09,HPG,cart,2026-02-02,20d,20,26.55,25.35,-0.04519774011299427,-0.0526843193312461,0.0,0.007486579218251833,0.04519774011299427,16.564056520382213,100.0,-1,0,-1,0.023121387283236983,0.06831912739623125,151.15606936416194,1
2026-03-10,2026-03-10,HPG,cart,2026-02-03,20d,20,26.75,27.1,0.013084112149532867,-0.0526843193312461,0.0,0.06576843148077896,0.013084112149532867,502.658726317376,100.0,-1,0,1,0.030828516377649384,0.017744404228116517,135.61794660060318,1
2026-03-11,2026-03-11,HPG,cart,2026-02-04,20d,20,28.3,27.4,-0.03180212014134287,0.008074411403776002,0.0,0.03987653154511887,0.03180212014134287,125.38953808076224,100.0,1,0,-1,0.06390977443609014,0.09571189457743301,300.96073517126047,1
2026-03-12,2026-03-12,HPG,cart,2026-02-05,20d,20,27.55,26.8,-0.02722323049001818,0.008074411403776002,0.0,0.03529764189379418,0.02722323049001818,129.66000455653713,100.0,1,0,-1,0.04356060606060619,0.07078383655062437,260.01262626262655,1
2026-03-13,2026-03-13,HPG,cart,2026-02-06,20d,20,26.8,26.65,-0.005597014925373234,-0.0526843193312461,0.0,0.04708730440587287,0.005597014925373234,841.2931720515802,100.0,-1,0,-1,0.022900763358778775,0.02849777828415201,509.1603053435069,1
2026-03-16,2026-03-16,HPG,cart,2026-02-09,20d,20,26.75,26.75,0.0,-0.0526843193312461,0.0,0.0526843193312461,0.0,,,-1,0,0,-0.027272727272727226,0.027272727272727226,,-1
2026-03-17,2026-03-17,HPG,cart,2026-02-10,20d,20,26.55,26.9,0.013182674199623268,-0.0526843193312461,0.0,0.06586699353086936,0.013182674199623268,499.64819378416934,100.0,-1,0,1,-0.025688073394495414,0.03887074759411868,294.8623853211022,-1
2026-03-18,2026-03-18,HPG,cart,2026-02-11,20d,20,26.85,26.8,-0.0018621973929237035,-0.0526843193312461,0.0,0.0508221219383224,0.0018621973929237035,2729.1479480878343,100.0,-1,0,-1,-0.014678899082568808,0.012816701689645105,688.2568807339223,-1
2026-03-19,2026-03-19,HPG,cart,2026-02-12,20d,20,26.9,26.7,-0.0074349442379182396,-0.0526843193312461,0.0,0.04524937509332786,0.0074349442379182396,608.6040950052577,100.0,-1,0,-1,-0.025362318840579823,0.017927374602661583,241.12318840579752,-1
2026-03-20,2026-03-20,HPG,cart,2026-02-13,20d,20,26.85,25.9,-0.03538175046554948,-0.0526843193312461,0.0,0.017302568865696623,0.03538175046554948,48.90252358357396,100.0,-1,0,-1,-0.02717391304347827,0.008207837422071207,23.197940503432747,-1
2026-03-23,2026-03-23,HPG,cart,2026-02-23,20d,20,27.5,25.5,-0.07272727272727275,0.008074411403776002,0.0,0.08080168413104875,0.07272727272727275,111.10231568019199,100.0,1,0,-1,-0.0072202166064981865,0.06550705612077456,90.072202166065,-1
2026-03-24,2026-03-24,HPG,cart,2026-02-24,20d,20,28.3,25.95,-0.08303886925795056,0.008074411403776002,0.0,0.09111328066172657,0.08303886925795056,109.72365288199408,100.0,1,0,-1,0.038532110091743066,0.12157097934969363,146.40249853601398,1
2026-03-25,2026-03-25,HPG,cart,2026-02-25,20d,20,29.3,26.35,-0.10068259385665523,0.008074411403776002,0.0,0.10875700526043124,0.10068259385665523,108.019669631547,100.0,1,0,-1,0.09328358208955234,0.19396617594620758,192.65115102453848,1
2026-03-26,2026-03-26,HPG,cart,2026-02-26,20d,20,29.4,25.9,-0.11904761904761907,0.008074411403776002,0.0,0.12712203045139508,0.11904761904761907,106.78250557917185,100.0,1,0,-1,0.0949720670391061,0.21401968608672517,179.77653631284912,1
2026-03-27,2026-03-27,HPG,cart,2026-02-27,20d,20,28.8,26.5,-0.07986111111111116,0.008074411403776002,0.0,0.08793552251488716,0.07986111111111116,110.11056732298907,100.0,1,0,-1,0.07663551401869162,0.15649662512980278,195.96099146688334,1
2026-03-30,2026-03-30,HPG,cart,2026-03-02,20d,20,28.5,26.9,-0.056140350877193046,0.008074411403776002,0.0,0.06421476228096905,0.056140350877193046,114.38254531297598,100.0,1,0,-1,0.08365019011406849,0.13979054099126154,249.0019011406843,1
2026-03-31,2026-03-31,HPG,cart,2026-03-03,20d,20,27.7,26.9,-0.028880866425992857,0.008074411403776002,0.0,0.03695527782976886,0.028880866425992857,127.95764948557434,100.0,1,0,-1,0.047258979206049156,0.07613984563204201,263.6342155009447,1
2026-04-01,2026-04-01,HPG,cart,2026-03-04,20d,20,27.7,27.15,-0.019855595667870096,0.008074411403776002,0.0,0.0279300070716461,0.019855595667870096,140.6656719790172,100.0,1,0,-1,0.03745318352059934,0.05730877918846944,288.62785154919976,1
2026-04-02,2026-04-02,HPG,cart,2026-03-05,20d,20,27.25,27.35,0.003669724770642313,-0.0526843193312461,0.0,0.05635404410188841,0.003669724770642313,1535.6477017764128,100.0,-1,0,1,0.005535055350553542,0.0018653305799112285,50.83025830257944,1
2026-04-03,2026-04-03,HPG,cart,2026-03-06,20d,20,27.25,26.65,-0.022018348623853212,-0.0526843193312461,0.0,0.030665970707392888,0.022018348623853212,139.27461696274267,100.0,-1,0,-1,0.01679104477611948,0.03880939339997269,176.2593283582093,1
2026-04-06,2026-04-06,HPG,cart,2026-03-09,20d,20,25.35,26.85,0.059171597633136175,-0.0526843193312461,0.0,0.11185591696438227,0.059171597633136175,189.03649966980578,100.0,-1,0,1,-0.04519774011299427,0.10436933774613044,176.38418079096022,-1
2026-04-07,2026-04-07,HPG,cart,2026-03-10,20d,20,27.1,26.8,-0.011070110701107083,-0.0526843193312461,0.0,0.04161420863013902,0.011070110701107083,375.91501795892,100.0,-1,0,-1,0.013084112149532867,0.02415422285063995,218.19314641744612,1
2026-04-08,2026-04-08,HPG,cart,2026-03-11,20d,20,27.4,28.0,0.021897810218978186,0.008074411403776002,0.0,0.013823398815202184,0.021897810218978186,63.12685458942306,100.0,1,0,1,-0.03180212014134287,0.05369993036032106,245.22968197879857,-1
2026-04-09,2026-04-09,HPG,cart,2026-03-12,20d,20,26.8,28.25,0.05410447761194037,-0.0526843193312461,0.0,0.10678879694318646,0.05410447761194037,197.3751557294754,100.0,-1,0,1,-0.02722323049001818,0.08132770810195855,150.31603980224043,-1
2026-04-10,2026-04-10,HPG,cart,2026-03-13,20d,20,26.65,28.0,0.05065666041275807,-0.0526843193312461,0.0,0.10334097974400416,0.05065666041275807,204.00274890205225,100.0,-1,0,1,-0.005597014925373234,0.056253675338131304,111.04892205638492,-1
2026-01-05,2026-01-05,HPG,lightgbm,2025-12-04,20d,20,27.3,25.95,-0.0494505494505495,-0.019685855418445055,0.0,0.029764694032104442,0.0494505494505495,60.1908257093667,100.0,-1,0,-1,0.04597701149425282,0.09542756094480231,192.9757343550445,1
2026-01-06,2026-01-06,HPG,lightgbm,2025-12-05,20d,20,27.0,25.95,-0.03888888888888886,-0.012736161928405812,0.0,0.02615272696048305,0.03888888888888886,67.24986932695646,100.0,-1,0,-1,0.03646833013435691,0.07535721902324577,193.77570605977496,1
2026-01-07,2026-01-07,HPG,lightgbm,2025-12-08,20d,20,26.75,26.6,-0.005607476635513975,-0.009114536988464443,0.0,0.0035070603529504685,0.005607476635513975,62.54257629428385,100.0,-1,0,-1,0.011342155009451904,0.01694963164496588,302.2684310018939,1
2026-01-08,2026-01-08,HPG,lightgbm,2025-12-09,20d,20,26.4,26.4,0.0,-0.004713800552125298,0.0,0.004713800552125298,0.0,,,-1,0,0,-0.007518796992481258,0.007518796992481258,,-1
2026-01-09,2026-01-09,HPG,lightgbm,2025-12-10,20d,20,26.65,26.2,-0.016885553470919246,-0.021478911830872204,0.0,0.004593358359952959,0.016885553470919246,27.20288895394376,100.0,-1,0,-1,-0.012962962962963065,0.003922590507956181,23.230452674896156,-1
2026-01-12,2026-01-12,HPG,lightgbm,2025-12-11,20d,20,26.55,27.5,0.03578154425612046,-0.02830739386023205,0.0,0.06408893811635251,0.03578154425612046,179.11171652517498,100.0,-1,0,1,0.0,0.03578154425612046,100.0,0
2026-01-13,2026-01-13,HPG,lightgbm,2025-12-12,20d,20,26.0,27.25,0.04807692307692313,0.010738356221915202,0.0,0.03733856685500793,0.04807692307692313,77.6642190584164,100.0,1,0,1,-0.03345724907063197,0.0815341721475551,169.59107806691443,-1
2026-01-14,2026-01-14,HPG,lightgbm,2025-12-15,20d,20,26.25,27.25,0.03809523809523818,-0.05901685881706869,0.0,0.09711209691230688,0.03809523809523818,254.919254394805,100.0,-1,0,1,-0.038461538461538436,0.07655677655677662,200.96153846153814,-1
2026-01-15,2026-01-15,HPG,lightgbm,2025-12-16,20d,20,26.7,27.6,0.03370786516853941,-0.046938777533973075,0.0,0.08064664270251248,0.03370786516853941,239.25170668411977,100.0,-1,0,1,-0.029090909090909167,0.06279877425944858,186.3030303030303,-1
2026-01-16,2026-01-16,HPG,lightgbm,2025-12-17,20d,20,26.4,27.6,0.045454545454545636,-0.03176149150010158,0.0,0.07721603695464721,0.045454545454545636,169.87528130022318,100.0,-1,0,1,-0.0434782608695653,0.08893280632411094,195.65217391304327,-1
2026-01-19,2026-01-19,HPG,lightgbm,2025-12-18,20d,20,26.4,27.7,0.04924242424242431,-0.022462235854989448,0.0,0.07170466009741376,0.04924242424242431,145.6156174285939,100.0,-1,0,1,-0.031192660550458773,0.08043508479288308,163.3450952717008,-1
2026-01-20,2026-01-20,HPG,lightgbm,2025-12-19,20d,20,26.7,27.25,0.020599250936329527,-0.027707391772428973,0.0,0.0483066427087585,0.020599250936329527,234.5067927861556,100.0,-1,0,1,-0.025547445255474477,0.046146696191804004,224.0212342402128,-1
2026-01-21,2026-01-21,HPG,lightgbm,2025-12-22,20d,20,26.9,26.8,-0.0037174721189590088,-0.01546851440522313,0.0,0.011751042286264122,0.0037174721189590088,316.1030375005133,100.0,-1,0,-1,-0.0073800738007381295,0.0036626016817791207,98.52398523986096,-1
2026-01-22,2026-01-22,HPG,lightgbm,2025-12-23,20d,20,26.75,26.85,0.0037383177570093906,-0.01220751363341045,0.0,0.015945831390419843,0.0037383177570093906,426.5509896937257,100.0,-1,0,1,-0.005576208178438624,0.009314525935448015,249.16356877323142,-1
2026-01-23,2026-01-23,HPG,lightgbm,2025-12-24,20d,20,26.55,26.75,0.007532956685499137,-0.01569433779748787,0.0,0.023227294482987007,0.007532956685499137,308.34233426164934,100.0,-1,0,1,-0.02029520295202958,0.027828159637528715,369.41881918818984,-1
2026-01-26,2026-01-26,HPG,lightgbm,2025-12-25,20d,20,26.25,26.3,0.0019047619047618536,0.0015119210540930524,0.0,0.00039284085066880123,0.0019047619047618536,20.62414466011262,100.0,1,0,1,-0.024163568773234112,0.026068330677995966,1368.587360594825,-1
2026-01-27,2026-01-27,HPG,lightgbm,2025-12-26,20d,20,26.9,26.45,-0.016728624535315983,-0.035702984570445066,0.0,0.018974360035129083,0.016728624535315983,113.42450776554942,100.0,-1,0,-1,0.013182674199623268,0.02991129873493925,178.80309688219242,1
2026-01-28,2026-01-28,HPG,lightgbm,2025-12-29,20d,20,26.7,26.7,0.0,-0.03828392864116443,0.0,0.03828392864116443,0.0,,,-1,0,0,0.007547169811320753,0.007547169811320753,,1
2026-01-29,2026-01-29,HPG,lightgbm,2025-12-30,20d,20,26.5,27.1,0.02264150943396226,-0.032332043493990846,0.0,0.054973552927953105,0.02264150943396226,242.7998587651263,100.0,-1,0,1,0.0,0.02264150943396226,100.0,0
2026-01-30,2026-01-30,HPG,lightgbm,2025-12-31,20d,20,26.4,26.8,0.015151515151515138,-0.09583116237681745,0.0,0.11098267752833259,0.015151515151515138,732.4856716869957,100.0,-1,0,1,-0.014925373134328401,0.03007688828584354,198.50746268656755,-1
2026-02-02,2026-02-02,HPG,lightgbm,2026-01-05,20d,20,25.95,26.55,0.023121387283236983,-0.09805284988575776,0.0,0.12117423716899474,0.023121387283236983,524.0785757559025,100.0,-1,0,1,-0.0494505494505495,0.07257193673378648,313.8736263736267,-1
2026-02-03,2026-02-03,HPG,lightgbm,2026-01-06,20d,20,25.95,26.75,0.030828516377649384,-0.07334182408807365,0.0,0.10417034046572303,0.030828516377649384,337.90254188568844,100.0,-1,0,1,-0.03888888888888886,0.06971740526653825,226.145833333333,-1
2026-02-04,2026-02-04,HPG,lightgbm,2026-01-07,20d,20,26.6,28.3,0.06390977443609014,-0.1018601048156091,0.0,0.16576987925169923,0.06390977443609014,259.38110518207094,100.0,-1,0,1,-0.005607476635513975,0.06951725107160411,108.77405167674542,-1
2026-02-05,2026-02-05,HPG,lightgbm,2026-01-08,20d,20,26.4,27.55,0.04356060606060619,-0.10054822089635204,0.0,0.14410882695695823,0.04356060606060619,330.8237418837988,100.0,-1,0,1,0.0,0.04356060606060619,100.0,0
2026-02-06,2026-02-06,HPG,lightgbm,2026-01-09,20d,20,26.2,26.8,0.022900763358778775,-0.09806654482217667,0.0,0.12096730818095544,0.022900763358778775,528.2239123901687,100.0,-1,0,1,-0.016885553470919246,0.03978631682969802,173.73358348968023,-1
2026-02-09,2026-02-09,HPG,lightgbm,2026-01-12,20d,20,27.5,26.75,-0.027272727272727226,-0.05581226585109204,0.0,0.02853953857836481,0.027272727272727226,104.6449747873378,100.0,-1,0,-1,0.03578154425612046,0.06305427152884768,231.19899560577522,1
2026-02-10,2026-02-10,HPG,lightgbm,2026-01-13,20d,20,27.25,26.55,-0.025688073394495414,-0.04527248562684083,0.0,0.019584412232345416,0.025688073394495414,76.23931904734465,100.0,-1,0,-1,0.04807692307692313,0.07376499647141854,287.15659340659363,1
2026-02-11,2026-02-11,HPG,lightgbm,2026-01-14,20d,20,27.25,26.85,-0.014678899082568808,-0.044637826533155324,0.0,0.029958927450586516,0.014678899082568808,204.09519325712063,100.0,-1,0,-1,0.03809523809523818,0.05277413717780699,359.5238095238101,1
2026-02-12,2026-02-12,HPG,lightgbm,2026-01-15,20d,20,27.6,26.9,-0.025362318840579823,-0.0492936868024616,0.0,0.023931367961881778,0.025362318840579823,94.35796510684773,100.0,-1,0,-1,0.03370786516853941,0.05907018400911923,232.90529695024048,1
2026-02-13,2026-02-13,HPG,lightgbm,2026-01-16,20d,20,27.6,26.85,-0.02717391304347827,-0.022181599731632806,0.0,0.004992313311845464,0.02717391304347827,18.3717129875913,100.0,-1,0,-1,0.045454545454545636,0.0726284584980239,267.2727272727279,1
2026-02-23,2026-02-23,HPG,lightgbm,2026-01-19,20d,20,27.7,27.5,-0.0072202166064981865,-0.026362459157729928,0.0,0.01914224255123174,0.0072202166064981865,265.1200593345599,100.0,-1,0,-1,0.04924242424242431,0.056462640848922496,782.0075757575775,1
2026-02-24,2026-02-24,HPG,lightgbm,2026-01-20,20d,20,27.25,28.3,0.038532110091743066,-0.01720468149223957,0.0,0.055736791583982634,0.038532110091743066,144.65024482509799,100.0,-1,0,1,0.020599250936329527,0.01793285915541354,46.540039236668534,1
2026-02-25,2026-02-25,HPG,lightgbm,2026-01-21,20d,20,26.8,29.3,0.09328358208955234,-0.014618879918928495,0.0,0.10790246200848083,0.09328358208955234,115.67143927309131,100.0,-1,0,1,-0.0037174721189590088,0.09700105420851135,103.98513011152406,-1
2026-02-26,2026-02-26,HPG,lightgbm,2026-01-22,20d,20,26.85,29.4,0.0949720670391061,-0.034899942015094734,0.0,0.12987200905420082,0.0949720670391061,136.74758600412918,100.0,-1,0,1,0.0037383177570093906,0.09123374928209671,96.06377130291364,1
2026-02-27,2026-02-27,HPG,lightgbm,2026-01-23,20d,20,26.75,28.8,0.07663551401869162,-0.0208367299837105,0.0,0.09747224400240212,0.07663551401869162,127.18939156411003,100.0,-1,0,1,0.007532956685499137,0.06910255733319248,90.17041017867797,1
